Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000080.1	Chromosome			unplaced-scaffold	104242			CE1.5ch00.2664
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000081.1	Chromosome			unplaced-scaffold	444069			CE1.5ch00.2689
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000082.1	Chromosome			unplaced-scaffold	16680			CE1.5ch00.2729
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000083.1	Chromosome			unplaced-scaffold	15037			CE1.5ch00.2761
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000084.1	Chromosome			unplaced-scaffold	146908			CE1.5ch00.2938
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000085.1	Chromosome			unplaced-scaffold	3211			CE1.5ch00.31
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000086.1	Chromosome			unplaced-scaffold	396645			CE1.5ch00.339
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000087.1	Chromosome			unplaced-scaffold	7101			CE1.5ch00.347
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000088.1	Chromosome			unplaced-scaffold	127447			CE1.5ch00.371
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000089.1	Chromosome			unplaced-scaffold	8109			CE1.5ch00.376
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000090.1	Chromosome			unplaced-scaffold	14494			CE1.5ch00.384
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000091.1	Chromosome			unplaced-scaffold	121401			CE1.5ch00.390
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000092.1	Chromosome			unplaced-scaffold	914			CE1.5ch00.400
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000093.1	Chromosome			unplaced-scaffold	10760			CE1.5ch00.40
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000094.1	Chromosome			unplaced-scaffold	141251			CE1.5ch00.428
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000095.1	Chromosome			unplaced-scaffold	174677			CE1.5ch00.442
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000096.1	Chromosome			unplaced-scaffold	122606			CE1.5ch00.443
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000097.1	Chromosome			unplaced-scaffold	47415			CE1.5ch00.456
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000098.1	Chromosome			unplaced-scaffold	139501			CE1.5ch00.472
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000099.1	Chromosome			unplaced-scaffold	24787			CE1.5ch00.493
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000100.1	Chromosome			unplaced-scaffold	19812			CE1.5ch00.495
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000101.1	Chromosome			unplaced-scaffold	10418			CE1.5ch00.497
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000102.1	Chromosome			unplaced-scaffold	435447			CE1.5ch00.55
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000103.1	Chromosome			unplaced-scaffold	2503			CE1.5ch00.58
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000104.1	Chromosome			unplaced-scaffold	15289			CE1.5ch00.613
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000105.1	Chromosome			unplaced-scaffold	54462			CE1.5ch00.628
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000106.1	Chromosome			unplaced-scaffold	5840			CE1.5ch00.632
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000107.1	Chromosome			unplaced-scaffold	9459			CE1.5ch00.647
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000108.1	Chromosome			unplaced-scaffold	3926			CE1.5ch00.655
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000109.1	Chromosome			unplaced-scaffold	4521			CE1.5ch00.674
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000110.1	Chromosome			unplaced-scaffold	12232			CE1.5ch00.760
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000111.1	Chromosome			unplaced-scaffold	191386			CE1.5ch00.784
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000112.1	Chromosome			unplaced-scaffold	22855			CE1.5ch00.789
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000113.1	Chromosome			unplaced-scaffold	924			CE1.5ch00.813
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000114.1	Chromosome			unplaced-scaffold	23233			CE1.5ch00.816
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000115.1	Chromosome			unplaced-scaffold	31143			CE1.5ch00.861
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000116.1	Chromosome			unplaced-scaffold	20028			CE1.5ch00.872
GCA_036785875.1	Primary Assembly	Un			JAZHGH010000117.1	Chromosome			unplaced-scaffold	7594			CE1.5ch00.995
