Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_030873655.1	Primary Assembly	Un			JARPVW010000056.1	Chromosome			unplaced-scaffold	400833			scaffold_103
GCA_030873655.1	Primary Assembly	Un			JARPVW010000057.1	Chromosome			unplaced-scaffold	399440			scaffold_104
GCA_030873655.1	Primary Assembly	Un			JARPVW010000058.1	Chromosome			unplaced-scaffold	383671			scaffold_106
GCA_030873655.1	Primary Assembly	Un			JARPVW010000059.1	Chromosome			unplaced-scaffold	368803			scaffold_107
GCA_030873655.1	Primary Assembly	Un			JARPVW010000060.1	Chromosome			unplaced-scaffold	367336			scaffold_108
GCA_030873655.1	Primary Assembly	Un			JARPVW010000061.1	Chromosome			unplaced-scaffold	360770			scaffold_110
GCA_030873655.1	Primary Assembly	Un			JARPVW010000062.1	Chromosome			unplaced-scaffold	353974			scaffold_111
GCA_030873655.1	Primary Assembly	Un			JARPVW010000063.1	Chromosome			unplaced-scaffold	353789			scaffold_112
GCA_030873655.1	Primary Assembly	Un			JARPVW010000064.1	Chromosome			unplaced-scaffold	343279			scaffold_113
GCA_030873655.1	Primary Assembly	Un			JARPVW010000065.1	Chromosome			unplaced-scaffold	340385			scaffold_114
GCA_030873655.1	Primary Assembly	Un			JARPVW010000066.1	Chromosome			unplaced-scaffold	338527			scaffold_115
GCA_030873655.1	Primary Assembly	Un			JARPVW010000067.1	Chromosome			unplaced-scaffold	337397			scaffold_116
GCA_030873655.1	Primary Assembly	Un			JARPVW010000068.1	Chromosome			unplaced-scaffold	335618			scaffold_117
GCA_030873655.1	Primary Assembly	Un			JARPVW010000069.1	Chromosome			unplaced-scaffold	332187			scaffold_118
GCA_030873655.1	Primary Assembly	Un			JARPVW010000070.1	Chromosome			unplaced-scaffold	326152			scaffold_119
GCA_030873655.1	Primary Assembly	Un			JARPVW010000071.1	Chromosome			unplaced-scaffold	325538			scaffold_121
GCA_030873655.1	Primary Assembly	Un			JARPVW010000072.1	Chromosome			unplaced-scaffold	327269			scaffold_122
GCA_030873655.1	Primary Assembly	Un			JARPVW010000073.1	Chromosome			unplaced-scaffold	322834			scaffold_124
GCA_030873655.1	Primary Assembly	Un			JARPVW010000074.1	Chromosome			unplaced-scaffold	310714			scaffold_125
GCA_030873655.1	Primary Assembly	Un			JARPVW010000075.1	Chromosome			unplaced-scaffold	306508			scaffold_126
GCA_030873655.1	Primary Assembly	Un			JARPVW010000076.1	Chromosome			unplaced-scaffold	305544			scaffold_127
GCA_030873655.1	Primary Assembly	Un			JARPVW010000077.1	Chromosome			unplaced-scaffold	302185			scaffold_128
GCA_030873655.1	Primary Assembly	Un			JARPVW010000078.1	Chromosome			unplaced-scaffold	301226			scaffold_129
GCA_030873655.1	Primary Assembly	Un			JARPVW010000079.1	Chromosome			unplaced-scaffold	299226			scaffold_130
GCA_030873655.1	Primary Assembly	Un			JARPVW010000080.1	Chromosome			unplaced-scaffold	296229			scaffold_131
GCA_030873655.1	Primary Assembly	Un			JARPVW010000081.1	Chromosome			unplaced-scaffold	298141			scaffold_132
GCA_030873655.1	Primary Assembly	Un			JARPVW010000082.1	Chromosome			unplaced-scaffold	294287			scaffold_133
GCA_030873655.1	Primary Assembly	Un			JARPVW010000083.1	Chromosome			unplaced-scaffold	293371			scaffold_135
GCA_030873655.1	Primary Assembly	Un			JARPVW010000084.1	Chromosome			unplaced-scaffold	291353			scaffold_137
GCA_030873655.1	Primary Assembly	Un			JARPVW010000085.1	Chromosome			unplaced-scaffold	277506			scaffold_138
GCA_030873655.1	Primary Assembly	Un			JARPVW010000086.1	Chromosome			unplaced-scaffold	276785			scaffold_139
GCA_030873655.1	Primary Assembly	Un			JARPVW010000087.1	Chromosome			unplaced-scaffold	276687			scaffold_140
GCA_030873655.1	Primary Assembly	Un			JARPVW010000088.1	Chromosome			unplaced-scaffold	273551			scaffold_141
GCA_030873655.1	Primary Assembly	Un			JARPVW010000089.1	Chromosome			unplaced-scaffold	272708			scaffold_142
GCA_030873655.1	Primary Assembly	Un			JARPVW010000090.1	Chromosome			unplaced-scaffold	271860			scaffold_143
GCA_030873655.1	Primary Assembly	Un			JARPVW010000091.1	Chromosome			unplaced-scaffold	270103			scaffold_144
GCA_030873655.1	Primary Assembly	Un			JARPVW010000092.1	Chromosome			unplaced-scaffold	269349			scaffold_145
GCA_030873655.1	Primary Assembly	Un			JARPVW010000093.1	Chromosome			unplaced-scaffold	262423			scaffold_146
GCA_030873655.1	Primary Assembly	Un			JARPVW010000094.1	Chromosome			unplaced-scaffold	256979			scaffold_147
GCA_030873655.1	Primary Assembly	Un			JARPVW010000095.1	Chromosome			unplaced-scaffold	257452			scaffold_148
GCA_030873655.1	Primary Assembly	Un			JARPVW010000096.1	Chromosome			unplaced-scaffold	254454			scaffold_149
GCA_030873655.1	Primary Assembly	Un			JARPVW010000097.1	Chromosome			unplaced-scaffold	253779			scaffold_150
GCA_030873655.1	Primary Assembly	Un			JARPVW010000098.1	Chromosome			unplaced-scaffold	246287			scaffold_152
GCA_030873655.1	Primary Assembly	Un			JARPVW010000099.1	Chromosome			unplaced-scaffold	245847			scaffold_153
GCA_030873655.1	Primary Assembly	Un			JARPVW010000100.1	Chromosome			unplaced-scaffold	240739			scaffold_154
GCA_030873655.1	Primary Assembly	Un			JARPVW010000101.1	Chromosome			unplaced-scaffold	240552			scaffold_155
GCA_030873655.1	Primary Assembly	Un			JARPVW010000102.1	Chromosome			unplaced-scaffold	239631			scaffold_156
GCA_030873655.1	Primary Assembly	Un			JARPVW010000103.1	Chromosome			unplaced-scaffold	237924			scaffold_157
GCA_030873655.1	Primary Assembly	Un			JARPVW010000104.1	Chromosome			unplaced-scaffold	235574			scaffold_158
GCA_030873655.1	Primary Assembly	Un			JARPVW010000105.1	Chromosome			unplaced-scaffold	232740			scaffold_159
GCA_030873655.1	Primary Assembly	Un			JARPVW010000106.1	Chromosome			unplaced-scaffold	232730			scaffold_160
GCA_030873655.1	Primary Assembly	Un			JARPVW010000107.1	Chromosome			unplaced-scaffold	231561			scaffold_161
GCA_030873655.1	Primary Assembly	Un			JARPVW010000108.1	Chromosome			unplaced-scaffold	230141			scaffold_162
GCA_030873655.1	Primary Assembly	Un			JARPVW010000109.1	Chromosome			unplaced-scaffold	227401			scaffold_163
GCA_030873655.1	Primary Assembly	Un			JARPVW010000110.1	Chromosome			unplaced-scaffold	226455			scaffold_164
GCA_030873655.1	Primary Assembly	Un			JARPVW010000111.1	Chromosome			unplaced-scaffold	223469			scaffold_165
GCA_030873655.1	Primary Assembly	Un			JARPVW010000112.1	Chromosome			unplaced-scaffold	223818			scaffold_166
GCA_030873655.1	Primary Assembly	Un			JARPVW010000113.1	Chromosome			unplaced-scaffold	222924			scaffold_167
GCA_030873655.1	Primary Assembly	Un			JARPVW010000114.1	Chromosome			unplaced-scaffold	222564			scaffold_168
GCA_030873655.1	Primary Assembly	Un			JARPVW010000115.1	Chromosome			unplaced-scaffold	220681			scaffold_169
GCA_030873655.1	Primary Assembly	Un			JARPVW010000116.1	Chromosome			unplaced-scaffold	219191			scaffold_170
GCA_030873655.1	Primary Assembly	Un			JARPVW010000117.1	Chromosome			unplaced-scaffold	220472			scaffold_171
GCA_030873655.1	Primary Assembly	Un			JARPVW010000118.1	Chromosome			unplaced-scaffold	219538			scaffold_172
GCA_030873655.1	Primary Assembly	Un			JARPVW010000119.1	Chromosome			unplaced-scaffold	218174			scaffold_173
GCA_030873655.1	Primary Assembly	Un			JARPVW010000120.1	Chromosome			unplaced-scaffold	217409			scaffold_174
GCA_030873655.1	Primary Assembly	Un			JARPVW010000121.1	Chromosome			unplaced-scaffold	217224			scaffold_175
GCA_030873655.1	Primary Assembly	Un			JARPVW010000122.1	Chromosome			unplaced-scaffold	216088			scaffold_176
GCA_030873655.1	Primary Assembly	Un			JARPVW010000123.1	Chromosome			unplaced-scaffold	216767			scaffold_177
GCA_030873655.1	Primary Assembly	Un			JARPVW010000124.1	Chromosome			unplaced-scaffold	213306			scaffold_178
GCA_030873655.1	Primary Assembly	Un			JARPVW010000125.1	Chromosome			unplaced-scaffold	213292			scaffold_179
GCA_030873655.1	Primary Assembly	Un			JARPVW010000126.1	Chromosome			unplaced-scaffold	214215			scaffold_180
GCA_030873655.1	Primary Assembly	Un			JARPVW010000127.1	Chromosome			unplaced-scaffold	212983			scaffold_181
GCA_030873655.1	Primary Assembly	Un			JARPVW010000128.1	Chromosome			unplaced-scaffold	211751			scaffold_182
GCA_030873655.1	Primary Assembly	Un			JARPVW010000129.1	Chromosome			unplaced-scaffold	210540			scaffold_183
GCA_030873655.1	Primary Assembly	Un			JARPVW010000130.1	Chromosome			unplaced-scaffold	210872			scaffold_184
GCA_030873655.1	Primary Assembly	Un			JARPVW010000131.1	Chromosome			unplaced-scaffold	209337			scaffold_185
GCA_030873655.1	Primary Assembly	Un			JARPVW010000132.1	Chromosome			unplaced-scaffold	208332			scaffold_187
GCA_030873655.1	Primary Assembly	Un			JARPVW010000133.1	Chromosome			unplaced-scaffold	208667			scaffold_188
GCA_030873655.1	Primary Assembly	Un			JARPVW010000134.1	Chromosome			unplaced-scaffold	207310			scaffold_189
GCA_030873655.1	Primary Assembly	Un			JARPVW010000135.1	Chromosome			unplaced-scaffold	207317			scaffold_190
GCA_030873655.1	Primary Assembly	Un			JARPVW010000136.1	Chromosome			unplaced-scaffold	206439			scaffold_191
GCA_030873655.1	Primary Assembly	Un			JARPVW010000137.1	Chromosome			unplaced-scaffold	206807			scaffold_192
GCA_030873655.1	Primary Assembly	Un			JARPVW010000138.1	Chromosome			unplaced-scaffold	205234			scaffold_193
GCA_030873655.1	Primary Assembly	Un			JARPVW010000139.1	Chromosome			unplaced-scaffold	203001			scaffold_194
GCA_030873655.1	Primary Assembly	Un			JARPVW010000140.1	Chromosome			unplaced-scaffold	204409			scaffold_195
GCA_030873655.1	Primary Assembly	Un			JARPVW010000141.1	Chromosome			unplaced-scaffold	201615			scaffold_196
GCA_030873655.1	Primary Assembly	Un			JARPVW010000142.1	Chromosome			unplaced-scaffold	201435			scaffold_197
GCA_030873655.1	Primary Assembly	Un			JARPVW010000143.1	Chromosome			unplaced-scaffold	201092			scaffold_198
GCA_030873655.1	Primary Assembly	Un			JARPVW010000144.1	Chromosome			unplaced-scaffold	201763			scaffold_199
GCA_030873655.1	Primary Assembly	Un			JARPVW010000145.1	Chromosome			unplaced-scaffold	201812			scaffold_200
GCA_030873655.1	Primary Assembly	Un			JARPVW010000146.1	Chromosome			unplaced-scaffold	200670			scaffold_201
GCA_030873655.1	Primary Assembly	Un			JARPVW010000147.1	Chromosome			unplaced-scaffold	200470			scaffold_202
GCA_030873655.1	Primary Assembly	Un			JARPVW010000148.1	Chromosome			unplaced-scaffold	201643			scaffold_203
GCA_030873655.1	Primary Assembly	Un			JARPVW010000149.1	Chromosome			unplaced-scaffold	199317			scaffold_204
GCA_030873655.1	Primary Assembly	Un			JARPVW010000150.1	Chromosome			unplaced-scaffold	199375			scaffold_205
GCA_030873655.1	Primary Assembly	Un			JARPVW010000151.1	Chromosome			unplaced-scaffold	198846			scaffold_206
GCA_030873655.1	Primary Assembly	Un			JARPVW010000152.1	Chromosome			unplaced-scaffold	199890			scaffold_207
GCA_030873655.1	Primary Assembly	Un			JARPVW010000153.1	Chromosome			unplaced-scaffold	196873			scaffold_208
GCA_030873655.1	Primary Assembly	Un			JARPVW010000154.1	Chromosome			unplaced-scaffold	195937			scaffold_209
GCA_030873655.1	Primary Assembly	Un			JARPVW010000155.1	Chromosome			unplaced-scaffold	194870			scaffold_210
GCA_030873655.1	Primary Assembly	Un			JARPVW010000156.1	Chromosome			unplaced-scaffold	194108			scaffold_211
GCA_030873655.1	Primary Assembly	Un			JARPVW010000157.1	Chromosome			unplaced-scaffold	194252			scaffold_212
GCA_030873655.1	Primary Assembly	Un			JARPVW010000158.1	Chromosome			unplaced-scaffold	193413			scaffold_213
GCA_030873655.1	Primary Assembly	Un			JARPVW010000159.1	Chromosome			unplaced-scaffold	192760			scaffold_215
GCA_030873655.1	Primary Assembly	Un			JARPVW010000160.1	Chromosome			unplaced-scaffold	192159			scaffold_216
GCA_030873655.1	Primary Assembly	Un			JARPVW010000161.1	Chromosome			unplaced-scaffold	191097			scaffold_217
GCA_030873655.1	Primary Assembly	Un			JARPVW010000162.1	Chromosome			unplaced-scaffold	190551			scaffold_218
GCA_030873655.1	Primary Assembly	Un			JARPVW010000163.1	Chromosome			unplaced-scaffold	190554			scaffold_219
GCA_030873655.1	Primary Assembly	Un			JARPVW010000164.1	Chromosome			unplaced-scaffold	189506			scaffold_220
GCA_030873655.1	Primary Assembly	Un			JARPVW010000165.1	Chromosome			unplaced-scaffold	188667			scaffold_221
GCA_030873655.1	Primary Assembly	Un			JARPVW010000166.1	Chromosome			unplaced-scaffold	188566			scaffold_222
GCA_030873655.1	Primary Assembly	Un			JARPVW010000167.1	Chromosome			unplaced-scaffold	187775			scaffold_223
GCA_030873655.1	Primary Assembly	Un			JARPVW010000168.1	Chromosome			unplaced-scaffold	188605			scaffold_224
GCA_030873655.1	Primary Assembly	Un			JARPVW010000169.1	Chromosome			unplaced-scaffold	188043			scaffold_225
GCA_030873655.1	Primary Assembly	Un			JARPVW010000170.1	Chromosome			unplaced-scaffold	187448			scaffold_226
GCA_030873655.1	Primary Assembly	Un			JARPVW010000171.1	Chromosome			unplaced-scaffold	186220			scaffold_227
GCA_030873655.1	Primary Assembly	Un			JARPVW010000172.1	Chromosome			unplaced-scaffold	185417			scaffold_228
GCA_030873655.1	Primary Assembly	Un			JARPVW010000173.1	Chromosome			unplaced-scaffold	185567			scaffold_229
GCA_030873655.1	Primary Assembly	Un			JARPVW010000174.1	Chromosome			unplaced-scaffold	185257			scaffold_230
GCA_030873655.1	Primary Assembly	Un			JARPVW010000175.1	Chromosome			unplaced-scaffold	186120			scaffold_231
GCA_030873655.1	Primary Assembly	Un			JARPVW010000176.1	Chromosome			unplaced-scaffold	184985			scaffold_233
GCA_030873655.1	Primary Assembly	Un			JARPVW010000177.1	Chromosome			unplaced-scaffold	185772			scaffold_234
GCA_030873655.1	Primary Assembly	Un			JARPVW010000178.1	Chromosome			unplaced-scaffold	185340			scaffold_235
GCA_030873655.1	Primary Assembly	Un			JARPVW010000179.1	Chromosome			unplaced-scaffold	184523			scaffold_236
GCA_030873655.1	Primary Assembly	Un			JARPVW010000180.1	Chromosome			unplaced-scaffold	185778			scaffold_237
GCA_030873655.1	Primary Assembly	Un			JARPVW010000181.1	Chromosome			unplaced-scaffold	184104			scaffold_238
GCA_030873655.1	Primary Assembly	Un			JARPVW010000182.1	Chromosome			unplaced-scaffold	183939			scaffold_239
GCA_030873655.1	Primary Assembly	Un			JARPVW010000183.1	Chromosome			unplaced-scaffold	184809			scaffold_240
GCA_030873655.1	Primary Assembly	Un			JARPVW010000184.1	Chromosome			unplaced-scaffold	182991			scaffold_241
GCA_030873655.1	Primary Assembly	Un			JARPVW010000185.1	Chromosome			unplaced-scaffold	183437			scaffold_243
GCA_030873655.1	Primary Assembly	Un			JARPVW010000186.1	Chromosome			unplaced-scaffold	182201			scaffold_245
GCA_030873655.1	Primary Assembly	Un			JARPVW010000187.1	Chromosome			unplaced-scaffold	182047			scaffold_246
GCA_030873655.1	Primary Assembly	Un			JARPVW010000188.1	Chromosome			unplaced-scaffold	181320			scaffold_247
GCA_030873655.1	Primary Assembly	Un			JARPVW010000189.1	Chromosome			unplaced-scaffold	181258			scaffold_248
GCA_030873655.1	Primary Assembly	Un			JARPVW010000190.1	Chromosome			unplaced-scaffold	181232			scaffold_249
GCA_030873655.1	Primary Assembly	Un			JARPVW010000191.1	Chromosome			unplaced-scaffold	180811			scaffold_250
GCA_030873655.1	Primary Assembly	Un			JARPVW010000192.1	Chromosome			unplaced-scaffold	180430			scaffold_252
GCA_030873655.1	Primary Assembly	Un			JARPVW010000193.1	Chromosome			unplaced-scaffold	180870			scaffold_253
GCA_030873655.1	Primary Assembly	Un			JARPVW010000194.1	Chromosome			unplaced-scaffold	180007			scaffold_254
GCA_030873655.1	Primary Assembly	Un			JARPVW010000195.1	Chromosome			unplaced-scaffold	179575			scaffold_255
GCA_030873655.1	Primary Assembly	Un			JARPVW010000196.1	Chromosome			unplaced-scaffold	180296			scaffold_256
GCA_030873655.1	Primary Assembly	Un			JARPVW010000197.1	Chromosome			unplaced-scaffold	180676			scaffold_257
GCA_030873655.1	Primary Assembly	Un			JARPVW010000198.1	Chromosome			unplaced-scaffold	178651			scaffold_259
GCA_030873655.1	Primary Assembly	Un			JARPVW010000199.1	Chromosome			unplaced-scaffold	177523			scaffold_260
GCA_030873655.1	Primary Assembly	Un			JARPVW010000200.1	Chromosome			unplaced-scaffold	176720			scaffold_261
GCA_030873655.1	Primary Assembly	Un			JARPVW010000201.1	Chromosome			unplaced-scaffold	177496			scaffold_262
GCA_030873655.1	Primary Assembly	Un			JARPVW010000202.1	Chromosome			unplaced-scaffold	175868			scaffold_263
GCA_030873655.1	Primary Assembly	Un			JARPVW010000203.1	Chromosome			unplaced-scaffold	176140			scaffold_264
GCA_030873655.1	Primary Assembly	Un			JARPVW010000204.1	Chromosome			unplaced-scaffold	177462			scaffold_265
GCA_030873655.1	Primary Assembly	Un			JARPVW010000205.1	Chromosome			unplaced-scaffold	175989			scaffold_266
GCA_030873655.1	Primary Assembly	Un			JARPVW010000206.1	Chromosome			unplaced-scaffold	175912			scaffold_267
GCA_030873655.1	Primary Assembly	Un			JARPVW010000207.1	Chromosome			unplaced-scaffold	176588			scaffold_268
GCA_030873655.1	Primary Assembly	Un			JARPVW010000208.1	Chromosome			unplaced-scaffold	175884			scaffold_269
GCA_030873655.1	Primary Assembly	Un			JARPVW010000209.1	Chromosome			unplaced-scaffold	175384			scaffold_270
GCA_030873655.1	Primary Assembly	Un			JARPVW010000210.1	Chromosome			unplaced-scaffold	174667			scaffold_273
GCA_030873655.1	Primary Assembly	Un			JARPVW010000211.1	Chromosome			unplaced-scaffold	174533			scaffold_274
GCA_030873655.1	Primary Assembly	Un			JARPVW010000212.1	Chromosome			unplaced-scaffold	174310			scaffold_276
GCA_030873655.1	Primary Assembly	Un			JARPVW010000213.1	Chromosome			unplaced-scaffold	174160			scaffold_277
GCA_030873655.1	Primary Assembly	Un			JARPVW010000214.1	Chromosome			unplaced-scaffold	173609			scaffold_278
GCA_030873655.1	Primary Assembly	Un			JARPVW010000215.1	Chromosome			unplaced-scaffold	172574			scaffold_279
GCA_030873655.1	Primary Assembly	Un			JARPVW010000216.1	Chromosome			unplaced-scaffold	172269			scaffold_280
GCA_030873655.1	Primary Assembly	Un			JARPVW010000217.1	Chromosome			unplaced-scaffold	172111			scaffold_281
GCA_030873655.1	Primary Assembly	Un			JARPVW010000218.1	Chromosome			unplaced-scaffold	172005			scaffold_283
GCA_030873655.1	Primary Assembly	Un			JARPVW010000219.1	Chromosome			unplaced-scaffold	170875			scaffold_284
GCA_030873655.1	Primary Assembly	Un			JARPVW010000220.1	Chromosome			unplaced-scaffold	170568			scaffold_286
GCA_030873655.1	Primary Assembly	Un			JARPVW010000221.1	Chromosome			unplaced-scaffold	171394			scaffold_287
GCA_030873655.1	Primary Assembly	Un			JARPVW010000222.1	Chromosome			unplaced-scaffold	171266			scaffold_288
GCA_030873655.1	Primary Assembly	Un			JARPVW010000223.1	Chromosome			unplaced-scaffold	171216			scaffold_289
GCA_030873655.1	Primary Assembly	Un			JARPVW010000224.1	Chromosome			unplaced-scaffold	170724			scaffold_290
GCA_030873655.1	Primary Assembly	Un			JARPVW010000225.1	Chromosome			unplaced-scaffold	171607			scaffold_291
GCA_030873655.1	Primary Assembly	Un			JARPVW010000226.1	Chromosome			unplaced-scaffold	169884			scaffold_293
GCA_030873655.1	Primary Assembly	Un			JARPVW010000227.1	Chromosome			unplaced-scaffold	169333			scaffold_294
GCA_030873655.1	Primary Assembly	Un			JARPVW010000228.1	Chromosome			unplaced-scaffold	170166			scaffold_295
GCA_030873655.1	Primary Assembly	Un			JARPVW010000229.1	Chromosome			unplaced-scaffold	169093			scaffold_296
GCA_030873655.1	Primary Assembly	Un			JARPVW010000230.1	Chromosome			unplaced-scaffold	168857			scaffold_297
GCA_030873655.1	Primary Assembly	Un			JARPVW010000231.1	Chromosome			unplaced-scaffold	168441			scaffold_298
GCA_030873655.1	Primary Assembly	Un			JARPVW010000232.1	Chromosome			unplaced-scaffold	168935			scaffold_299
GCA_030873655.1	Primary Assembly	Un			JARPVW010000233.1	Chromosome			unplaced-scaffold	168013			scaffold_301
GCA_030873655.1	Primary Assembly	Un			JARPVW010000234.1	Chromosome			unplaced-scaffold	166979			scaffold_302
GCA_030873655.1	Primary Assembly	Un			JARPVW010000235.1	Chromosome			unplaced-scaffold	166574			scaffold_303
GCA_030873655.1	Primary Assembly	Un			JARPVW010000236.1	Chromosome			unplaced-scaffold	166213			scaffold_304
GCA_030873655.1	Primary Assembly	Un			JARPVW010000237.1	Chromosome			unplaced-scaffold	166043			scaffold_306
GCA_030873655.1	Primary Assembly	Un			JARPVW010000238.1	Chromosome			unplaced-scaffold	165802			scaffold_307
