Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_003713205.1	Primary Assembly	Un			RHJT01000093.1	Chromosome		NW_020864714.1	unplaced-scaffold	137543			ScVebR1_83;HRSCAF=420
GCA_003713205.1	Primary Assembly	Un			RHJT01000094.1	Chromosome		NW_020864724.1	unplaced-scaffold	139594			ScVebR1_84;HRSCAF=423
GCA_003713205.1	Primary Assembly	Un			RHJT01000095.1	Chromosome		NW_020864735.1	unplaced-scaffold	80259			ScVebR1_85;HRSCAF=424
GCA_003713205.1	Primary Assembly	Un			RHJT01000096.1	Chromosome		NW_020864746.1	unplaced-scaffold	108042			ScVebR1_86;HRSCAF=425
GCA_003713205.1	Primary Assembly	Un			RHJT01000097.1	Chromosome		NW_020864757.1	unplaced-scaffold	70342			ScVebR1_87;HRSCAF=426
GCA_003713205.1	Primary Assembly	Un			RHJT01000098.1	Chromosome		NW_020864768.1	unplaced-scaffold	73312			ScVebR1_88;HRSCAF=427
GCA_003713205.1	Primary Assembly	Un			RHJT01000099.1	Chromosome		NW_020864778.1	unplaced-scaffold	133951			ScVebR1_89;HRSCAF=429
GCA_003713205.1	Primary Assembly	Un			RHJT01000100.1	Chromosome		NW_020864789.1	unplaced-scaffold	167870			ScVebR1_90;HRSCAF=431
GCA_003713205.1	Primary Assembly	Un			RHJT01000101.1	Chromosome		NW_020864799.1	unplaced-scaffold	200201			ScVebR1_91;HRSCAF=434
GCA_003713205.1	Primary Assembly	Un			RHJT01000102.1	Chromosome		NW_020864810.1	unplaced-scaffold	111387			ScVebR1_92;HRSCAF=436
GCA_003713205.1	Primary Assembly	Un			RHJT01000103.1	Chromosome		NW_020864820.1	unplaced-scaffold	156543			ScVebR1_93;HRSCAF=440
GCA_003713205.1	Primary Assembly	Un			RHJT01000104.1	Chromosome		NW_020864831.1	unplaced-scaffold	549602			ScVebR1_94;HRSCAF=444
GCA_003713205.1	Primary Assembly	Un			RHJT01000105.1	Chromosome		NW_020864841.1	unplaced-scaffold	267946			ScVebR1_95;HRSCAF=445
GCA_003713205.1	Primary Assembly	Un			RHJT01000106.1	Chromosome		NW_020864852.1	unplaced-scaffold	424787			ScVebR1_96;HRSCAF=448
GCA_003713205.1	Primary Assembly	Un			RHJT01000107.1	Chromosome		NW_020864863.1	unplaced-scaffold	599323			ScVebR1_97;HRSCAF=451
GCA_003713205.1	Primary Assembly	Un			RHJT01000108.1	Chromosome		NW_020864874.1	unplaced-scaffold	71424			ScVebR1_98;HRSCAF=460
GCA_003713205.1	Primary Assembly	Un			RHJT01000109.1	Chromosome		NW_020864885.1	unplaced-scaffold	128029			ScVebR1_99;HRSCAF=462
GCA_003713205.1	Primary Assembly	Un			RHJT01000110.1	Chromosome		NW_020861378.1	unplaced-scaffold	143526			ScVebR1_100;HRSCAF=464
GCA_003713205.1	Primary Assembly	Un			RHJT01000111.1	Chromosome		NW_020861389.1	unplaced-scaffold	134564			ScVebR1_101;HRSCAF=465
GCA_003713205.1	Primary Assembly	Un			RHJT01000112.1	Chromosome		NW_020861400.1	unplaced-scaffold	140327			ScVebR1_102;HRSCAF=470
GCA_003713205.1	Primary Assembly	Un			RHJT01000113.1	Chromosome		NW_020861411.1	unplaced-scaffold	219838			ScVebR1_103;HRSCAF=471
GCA_003713205.1	Primary Assembly	Un			RHJT01000114.1	Chromosome		NW_020861421.1	unplaced-scaffold	51038			ScVebR1_104;HRSCAF=472
GCA_003713205.1	Primary Assembly	Un			RHJT01000115.1	Chromosome		NW_020861432.1	unplaced-scaffold	120972			ScVebR1_105;HRSCAF=473
GCA_003713205.1	Primary Assembly	Un			RHJT01000116.1	Chromosome		NW_020861443.1	unplaced-scaffold	272481			ScVebR1_106;HRSCAF=476
GCA_003713205.1	Primary Assembly	Un			RHJT01000117.1	Chromosome		NW_020861454.1	unplaced-scaffold	151207			ScVebR1_107;HRSCAF=477
GCA_003713205.1	Primary Assembly	Un			RHJT01000118.1	Chromosome		NW_020861465.1	unplaced-scaffold	183351			ScVebR1_108;HRSCAF=479
GCA_003713205.1	Primary Assembly	Un			RHJT01000119.1	Chromosome		NW_020861476.1	unplaced-scaffold	89164			ScVebR1_109;HRSCAF=482
GCA_003713205.1	Primary Assembly	Un			RHJT01000120.1	Chromosome		NW_020861488.1	unplaced-scaffold	67432			ScVebR1_110;HRSCAF=484
GCA_003713205.1	Primary Assembly	Un			RHJT01000121.1	Chromosome		NW_020861499.1	unplaced-scaffold	212513			ScVebR1_111;HRSCAF=486
GCA_003713205.1	Primary Assembly	Un			RHJT01000122.1	Chromosome		NW_020861509.1	unplaced-scaffold	256366			ScVebR1_112;HRSCAF=489
GCA_003713205.1	Primary Assembly	Un			RHJT01000123.1	Chromosome		NW_020861520.1	unplaced-scaffold	88267			ScVebR1_113;HRSCAF=492
GCA_003713205.1	Primary Assembly	Un			RHJT01000124.1	Chromosome		NW_020861531.1	unplaced-scaffold	173110			ScVebR1_114;HRSCAF=494
GCA_003713205.1	Primary Assembly	Un			RHJT01000125.1	Chromosome		NW_020861542.1	unplaced-scaffold	417046			ScVebR1_115;HRSCAF=498
GCA_003713205.1	Primary Assembly	Un			RHJT01000126.1	Chromosome		NW_020861552.1	unplaced-scaffold	71224			ScVebR1_116;HRSCAF=503
GCA_003713205.1	Primary Assembly	Un			RHJT01000127.1	Chromosome		NW_020861563.1	unplaced-scaffold	406328			ScVebR1_117;HRSCAF=507
GCA_003713205.1	Primary Assembly	Un			RHJT01000128.1	Chromosome		NW_020861574.1	unplaced-scaffold	59536			ScVebR1_118;HRSCAF=515
GCA_003713205.1	Primary Assembly	Un			RHJT01000129.1	Chromosome		NW_020861584.1	unplaced-scaffold	121649			ScVebR1_119;HRSCAF=520
GCA_003713205.1	Primary Assembly	Un			RHJT01000130.1	Chromosome		NW_020861596.1	unplaced-scaffold	225977			ScVebR1_120;HRSCAF=521
GCA_003713205.1	Primary Assembly	Un			RHJT01000131.1	Chromosome		NW_020861607.1	unplaced-scaffold	233531			ScVebR1_121;HRSCAF=531
GCA_003713205.1	Primary Assembly	Un			RHJT01000132.1	Chromosome		NW_020861616.1	unplaced-scaffold	89508			ScVebR1_122;HRSCAF=535
GCA_003713205.1	Primary Assembly	Un			RHJT01000133.1	Chromosome		NW_020861627.1	unplaced-scaffold	173410			ScVebR1_123;HRSCAF=538
GCA_003713205.1	Primary Assembly	Un			RHJT01000134.1	Chromosome		NW_020861638.1	unplaced-scaffold	127938			ScVebR1_124;HRSCAF=539
GCA_003713205.1	Primary Assembly	Un			RHJT01000135.1	Chromosome		NW_020861658.1	unplaced-scaffold	236346			ScVebR1_126;HRSCAF=543
GCA_003713205.1	Primary Assembly	Un			RHJT01000136.1	Chromosome		NW_020861669.1	unplaced-scaffold	133058			ScVebR1_127;HRSCAF=546
GCA_003713205.1	Primary Assembly	Un			RHJT01000137.1	Chromosome		NW_020861680.1	unplaced-scaffold	213976			ScVebR1_128;HRSCAF=550
GCA_003713205.1	Primary Assembly	Un			RHJT01000138.1	Chromosome		NW_020861691.1	unplaced-scaffold	393490			ScVebR1_129;HRSCAF=551
GCA_003713205.1	Primary Assembly	Un			RHJT01000139.1	Chromosome		NW_020861703.1	unplaced-scaffold	150987			ScVebR1_130;HRSCAF=553
GCA_003713205.1	Primary Assembly	Un			RHJT01000140.1	Chromosome		NW_020861713.1	unplaced-scaffold	94433			ScVebR1_131;HRSCAF=555
GCA_003713205.1	Primary Assembly	Un			RHJT01000141.1	Chromosome		NW_020861724.1	unplaced-scaffold	213996			ScVebR1_132;HRSCAF=557
GCA_003713205.1	Primary Assembly	Un			RHJT01000142.1	Chromosome		NW_020861735.1	unplaced-scaffold	88748			ScVebR1_133;HRSCAF=558
GCA_003713205.1	Primary Assembly	Un			RHJT01000143.1	Chromosome		NW_020861745.1	unplaced-scaffold	104661			ScVebR1_134;HRSCAF=559
GCA_003713205.1	Primary Assembly	Un			RHJT01000144.1	Chromosome		NW_020861756.1	unplaced-scaffold	195452			ScVebR1_135;HRSCAF=560
GCA_003713205.1	Primary Assembly	Un			RHJT01000145.1	Chromosome		NW_020861766.1	unplaced-scaffold	239181			ScVebR1_136;HRSCAF=562
GCA_003713205.1	Primary Assembly	Un			RHJT01000146.1	Chromosome		NW_020861776.1	unplaced-scaffold	156720			ScVebR1_137;HRSCAF=568
GCA_003713205.1	Primary Assembly	Un			RHJT01000147.1	Chromosome		NW_020861787.1	unplaced-scaffold	133837			ScVebR1_138;HRSCAF=573
GCA_003713205.1	Primary Assembly	Un			RHJT01000148.1	Chromosome		NW_020861798.1	unplaced-scaffold	117353			ScVebR1_139;HRSCAF=578
GCA_003713205.1	Primary Assembly	Un			RHJT01000149.1	Chromosome		NW_020861810.1	unplaced-scaffold	146550			ScVebR1_140;HRSCAF=586
GCA_003713205.1	Primary Assembly	Un			RHJT01000150.1	Chromosome		NW_020861821.1	unplaced-scaffold	64138			ScVebR1_141;HRSCAF=589
GCA_003713205.1	Primary Assembly	Un			RHJT01000151.1	Chromosome		NW_020861832.1	unplaced-scaffold	141594			ScVebR1_142;HRSCAF=590
GCA_003713205.1	Primary Assembly	Un			RHJT01000152.1	Chromosome		NW_020861843.1	unplaced-scaffold	85483			ScVebR1_143;HRSCAF=591
GCA_003713205.1	Primary Assembly	Un			RHJT01000153.1	Chromosome		NW_020861853.1	unplaced-scaffold	237665			ScVebR1_144;HRSCAF=592
GCA_003713205.1	Primary Assembly	Un			RHJT01000154.1	Chromosome		NW_020861863.1	unplaced-scaffold	86848			ScVebR1_145;HRSCAF=597
GCA_003713205.1	Primary Assembly	Un			RHJT01000155.1	Chromosome		NW_020861874.1	unplaced-scaffold	87637			ScVebR1_146;HRSCAF=598
GCA_003713205.1	Primary Assembly	Un			RHJT01000156.1	Chromosome		NW_020861885.1	unplaced-scaffold	341167			ScVebR1_147;HRSCAF=599
GCA_003713205.1	Primary Assembly	Un			RHJT01000157.1	Chromosome		NW_020861896.1	unplaced-scaffold	210384			ScVebR1_148;HRSCAF=601
GCA_003713205.1	Primary Assembly	Un			RHJT01000158.1	Chromosome		NW_020861907.1	unplaced-scaffold	255614			ScVebR1_149;HRSCAF=605
GCA_003713205.1	Primary Assembly	Un			RHJT01000159.1	Chromosome		NW_020861919.1	unplaced-scaffold	201665			ScVebR1_150;HRSCAF=607
GCA_003713205.1	Primary Assembly	Un			RHJT01000160.1	Chromosome		NW_020861930.1	unplaced-scaffold	171732			ScVebR1_151;HRSCAF=612
GCA_003713205.1	Primary Assembly	Un			RHJT01000161.1	Chromosome		NW_020861941.1	unplaced-scaffold	74553			ScVebR1_152;HRSCAF=617
GCA_003713205.1	Primary Assembly	Un			RHJT01000162.1	Chromosome		NW_020861952.1	unplaced-scaffold	276369			ScVebR1_153;HRSCAF=624
GCA_003713205.1	Primary Assembly	Un			RHJT01000163.1	Chromosome		NW_020861962.1	unplaced-scaffold	144367			ScVebR1_154;HRSCAF=625
GCA_003713205.1	Primary Assembly	Un			RHJT01000164.1	Chromosome		NW_020861972.1	unplaced-scaffold	213163			ScVebR1_155;HRSCAF=627
GCA_003713205.1	Primary Assembly	Un			RHJT01000165.1	Chromosome		NW_020861981.1	unplaced-scaffold	66914			ScVebR1_156;HRSCAF=629
GCA_003713205.1	Primary Assembly	Un			RHJT01000166.1	Chromosome		NW_020861992.1	unplaced-scaffold	124652			ScVebR1_157;HRSCAF=639
GCA_003713205.1	Primary Assembly	Un			RHJT01000167.1	Chromosome		NW_020862003.1	unplaced-scaffold	49775			ScVebR1_158;HRSCAF=646
GCA_003713205.1	Primary Assembly	Un			RHJT01000168.1	Chromosome		NW_020862013.1	unplaced-scaffold	81084			ScVebR1_159;HRSCAF=649
GCA_003713205.1	Primary Assembly	Un			RHJT01000169.1	Chromosome		NW_020862025.1	unplaced-scaffold	198198			ScVebR1_160;HRSCAF=654
GCA_003713205.1	Primary Assembly	Un			RHJT01000170.1	Chromosome		NW_020862036.1	unplaced-scaffold	299846			ScVebR1_161;HRSCAF=656
GCA_003713205.1	Primary Assembly	Un			RHJT01000171.1	Chromosome		NW_020862046.1	unplaced-scaffold	149110			ScVebR1_162;HRSCAF=658
GCA_003713205.1	Primary Assembly	Un			RHJT01000172.1	Chromosome		NW_020862057.1	unplaced-scaffold	96087			ScVebR1_163;HRSCAF=667
GCA_003713205.1	Primary Assembly	Un			RHJT01000173.1	Chromosome		NW_020862066.1	unplaced-scaffold	69900			ScVebR1_164;HRSCAF=670
GCA_003713205.1	Primary Assembly	Un			RHJT01000174.1	Chromosome		NW_020862077.1	unplaced-scaffold	83450			ScVebR1_165;HRSCAF=672
GCA_003713205.1	Primary Assembly	Un			RHJT01000175.1	Chromosome		NW_020862088.1	unplaced-scaffold	103743			ScVebR1_166;HRSCAF=677
GCA_003713205.1	Primary Assembly	Un			RHJT01000176.1	Chromosome		NW_020862099.1	unplaced-scaffold	75483			ScVebR1_167;HRSCAF=678
GCA_003713205.1	Primary Assembly	Un			RHJT01000177.1	Chromosome		NW_020862109.1	unplaced-scaffold	248740			ScVebR1_168;HRSCAF=679
GCA_003713205.1	Primary Assembly	Un			RHJT01000178.1	Chromosome		NW_020862120.1	unplaced-scaffold	42884			ScVebR1_169;HRSCAF=681
GCA_003713205.1	Primary Assembly	Un			RHJT01000179.1	Chromosome		NW_020862131.1	unplaced-scaffold	50977			ScVebR1_170;HRSCAF=683
GCA_003713205.1	Primary Assembly	Un			RHJT01000180.1	Chromosome		NW_020862142.1	unplaced-scaffold	120735			ScVebR1_171;HRSCAF=689
GCA_003713205.1	Primary Assembly	Un			RHJT01000181.1	Chromosome		NW_020862152.1	unplaced-scaffold	178248			ScVebR1_172;HRSCAF=690
