Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_023065735.1	Primary Assembly	Un			JACYVW010000019.1	Chromosome			unplaced-scaffold	697941			sq0107
GCA_023065735.1	Primary Assembly	Un			JACYVW010000020.1	Chromosome			unplaced-scaffold	635367			sq0108
GCA_023065735.1	Primary Assembly	Un			JACYVW010000021.1	Chromosome			unplaced-scaffold	602412			sq0109
GCA_023065735.1	Primary Assembly	Un			JACYVW010000022.1	Chromosome			unplaced-scaffold	583045			sq0110
GCA_023065735.1	Primary Assembly	Un			JACYVW010000023.1	Chromosome			unplaced-scaffold	574164			sq0111
GCA_023065735.1	Primary Assembly	Un			JACYVW010000024.1	Chromosome			unplaced-scaffold	541494			sq0112
GCA_023065735.1	Primary Assembly	Un			JACYVW010000025.1	Chromosome			unplaced-scaffold	538398			sq0113
GCA_023065735.1	Primary Assembly	Un			JACYVW010000026.1	Chromosome			unplaced-scaffold	532922			sq0114
GCA_023065735.1	Primary Assembly	Un			JACYVW010000027.1	Chromosome			unplaced-scaffold	531440			sq0115
GCA_023065735.1	Primary Assembly	Un			JACYVW010000028.1	Chromosome			unplaced-scaffold	518963			sq0116
GCA_023065735.1	Primary Assembly	Un			JACYVW010000029.1	Chromosome			unplaced-scaffold	486599			sq0117
GCA_023065735.1	Primary Assembly	Un			JACYVW010000030.1	Chromosome			unplaced-scaffold	451350			sq0118
GCA_023065735.1	Primary Assembly	Un			JACYVW010000031.1	Chromosome			unplaced-scaffold	446779			sq0119
GCA_023065735.1	Primary Assembly	Un			JACYVW010000032.1	Chromosome			unplaced-scaffold	424125			sq0120
GCA_023065735.1	Primary Assembly	Un			JACYVW010000033.1	Chromosome			unplaced-scaffold	419889			sq0121
GCA_023065735.1	Primary Assembly	Un			JACYVW010000034.1	Chromosome			unplaced-scaffold	400792			sq0122
GCA_023065735.1	Primary Assembly	Un			JACYVW010000035.1	Chromosome			unplaced-scaffold	399821			sq0123
GCA_023065735.1	Primary Assembly	Un			JACYVW010000036.1	Chromosome			unplaced-scaffold	391872			sq0124
GCA_023065735.1	Primary Assembly	Un			JACYVW010000037.1	Chromosome			unplaced-scaffold	387730			sq0125
GCA_023065735.1	Primary Assembly	Un			JACYVW010000038.1	Chromosome			unplaced-scaffold	366503			sq0126
GCA_023065735.1	Primary Assembly	Un			JACYVW010000039.1	Chromosome			unplaced-scaffold	365926			sq0127
GCA_023065735.1	Primary Assembly	Un			JACYVW010000040.1	Chromosome			unplaced-scaffold	364705			sq0128
GCA_023065735.1	Primary Assembly	Un			JACYVW010000041.1	Chromosome			unplaced-scaffold	350331			sq0129
GCA_023065735.1	Primary Assembly	Un			JACYVW010000042.1	Chromosome			unplaced-scaffold	346067			sq0130
GCA_023065735.1	Primary Assembly	Un			JACYVW010000043.1	Chromosome			unplaced-scaffold	341638			sq0131
GCA_023065735.1	Primary Assembly	Un			JACYVW010000044.1	Chromosome			unplaced-scaffold	330303			sq0132
GCA_023065735.1	Primary Assembly	Un			JACYVW010000045.1	Chromosome			unplaced-scaffold	323569			sq0133
GCA_023065735.1	Primary Assembly	Un			JACYVW010000046.1	Chromosome			unplaced-scaffold	313264			sq0134
GCA_023065735.1	Primary Assembly	Un			JACYVW010000047.1	Chromosome			unplaced-scaffold	308774			sq0135
GCA_023065735.1	Primary Assembly	Un			JACYVW010000048.1	Chromosome			unplaced-scaffold	302438			sq0136
GCA_023065735.1	Primary Assembly	Un			JACYVW010000049.1	Chromosome			unplaced-scaffold	296272			sq0137
GCA_023065735.1	Primary Assembly	Un			JACYVW010000050.1	Chromosome			unplaced-scaffold	292087			sq0138
GCA_023065735.1	Primary Assembly	Un			JACYVW010000051.1	Chromosome			unplaced-scaffold	289647			sq0139
GCA_023065735.1	Primary Assembly	Un			JACYVW010000052.1	Chromosome			unplaced-scaffold	282643			sq0140
GCA_023065735.1	Primary Assembly	Un			JACYVW010000053.1	Chromosome			unplaced-scaffold	268418			sq0141
GCA_023065735.1	Primary Assembly	Un			JACYVW010000054.1	Chromosome			unplaced-scaffold	264653			sq0142
GCA_023065735.1	Primary Assembly	Un			JACYVW010000055.1	Chromosome			unplaced-scaffold	251792			sq0143
GCA_023065735.1	Primary Assembly	Un			JACYVW010000056.1	Chromosome			unplaced-scaffold	251746			sq0144
GCA_023065735.1	Primary Assembly	Un			JACYVW010000057.1	Chromosome			unplaced-scaffold	250804			sq0145
GCA_023065735.1	Primary Assembly	Un			JACYVW010000058.1	Chromosome			unplaced-scaffold	248358			sq0146
GCA_023065735.1	Primary Assembly	Un			JACYVW010000059.1	Chromosome			unplaced-scaffold	248087			sq0147
GCA_023065735.1	Primary Assembly	Un			JACYVW010000060.1	Chromosome			unplaced-scaffold	243902			sq0148
GCA_023065735.1	Primary Assembly	Un			JACYVW010000061.1	Chromosome			unplaced-scaffold	239332			sq0149
GCA_023065735.1	Primary Assembly	Un			JACYVW010000062.1	Chromosome			unplaced-scaffold	231196			sq0150
GCA_023065735.1	Primary Assembly	Un			JACYVW010000063.1	Chromosome			unplaced-scaffold	221739			sq0151
GCA_023065735.1	Primary Assembly	Un			JACYVW010000064.1	Chromosome			unplaced-scaffold	219678			sq0152
GCA_023065735.1	Primary Assembly	Un			JACYVW010000065.1	Chromosome			unplaced-scaffold	218645			sq0153
GCA_023065735.1	Primary Assembly	Un			JACYVW010000066.1	Chromosome			unplaced-scaffold	211563			sq0154
GCA_023065735.1	Primary Assembly	Un			JACYVW010000067.1	Chromosome			unplaced-scaffold	209835			sq0155
GCA_023065735.1	Primary Assembly	Un			JACYVW010000068.1	Chromosome			unplaced-scaffold	207269			sq0156
GCA_023065735.1	Primary Assembly	Un			JACYVW010000069.1	Chromosome			unplaced-scaffold	201354			sq0157
GCA_023065735.1	Primary Assembly	Un			JACYVW010000070.1	Chromosome			unplaced-scaffold	200461			sq0158
GCA_023065735.1	Primary Assembly	Un			JACYVW010000071.1	Chromosome			unplaced-scaffold	197250			sq0159
GCA_023065735.1	Primary Assembly	Un			JACYVW010000072.1	Chromosome			unplaced-scaffold	193267			sq0160
GCA_023065735.1	Primary Assembly	Un			JACYVW010000073.1	Chromosome			unplaced-scaffold	190820			sq0161
GCA_023065735.1	Primary Assembly	Un			JACYVW010000074.1	Chromosome			unplaced-scaffold	190544			sq0162
GCA_023065735.1	Primary Assembly	Un			JACYVW010000075.1	Chromosome			unplaced-scaffold	186979			sq0163
GCA_023065735.1	Primary Assembly	Un			JACYVW010000076.1	Chromosome			unplaced-scaffold	183926			sq0164
GCA_023065735.1	Primary Assembly	Un			JACYVW010000077.1	Chromosome			unplaced-scaffold	182432			sq0165
GCA_023065735.1	Primary Assembly	Un			JACYVW010000078.1	Chromosome			unplaced-scaffold	176509			sq0166
GCA_023065735.1	Primary Assembly	Un			JACYVW010000079.1	Chromosome			unplaced-scaffold	176239			sq0167
GCA_023065735.1	Primary Assembly	Un			JACYVW010000080.1	Chromosome			unplaced-scaffold	173898			sq0168
GCA_023065735.1	Primary Assembly	Un			JACYVW010000081.1	Chromosome			unplaced-scaffold	168635			sq0169
GCA_023065735.1	Primary Assembly	Un			JACYVW010000082.1	Chromosome			unplaced-scaffold	167541			sq0170
GCA_023065735.1	Primary Assembly	Un			JACYVW010000083.1	Chromosome			unplaced-scaffold	167212			sq0171
GCA_023065735.1	Primary Assembly	Un			JACYVW010000084.1	Chromosome			unplaced-scaffold	166841			sq0172
GCA_023065735.1	Primary Assembly	Un			JACYVW010000085.1	Chromosome			unplaced-scaffold	164269			sq0173
GCA_023065735.1	Primary Assembly	Un			JACYVW010000086.1	Chromosome			unplaced-scaffold	163914			sq0174
GCA_023065735.1	Primary Assembly	Un			JACYVW010000087.1	Chromosome			unplaced-scaffold	161561			sq0175
GCA_023065735.1	Primary Assembly	Un			JACYVW010000088.1	Chromosome			unplaced-scaffold	157743			sq0176
GCA_023065735.1	Primary Assembly	Un			JACYVW010000089.1	Chromosome			unplaced-scaffold	157453			sq0177
GCA_023065735.1	Primary Assembly	Un			JACYVW010000090.1	Chromosome			unplaced-scaffold	156946			sq0178
GCA_023065735.1	Primary Assembly	Un			JACYVW010000091.1	Chromosome			unplaced-scaffold	151695			sq0179
GCA_023065735.1	Primary Assembly	Un			JACYVW010000092.1	Chromosome			unplaced-scaffold	146519			sq0180
GCA_023065735.1	Primary Assembly	Un			JACYVW010000093.1	Chromosome			unplaced-scaffold	146480			sq0181
GCA_023065735.1	Primary Assembly	Un			JACYVW010000094.1	Chromosome			unplaced-scaffold	143019			sq0182
GCA_023065735.1	Primary Assembly	Un			JACYVW010000095.1	Chromosome			unplaced-scaffold	142551			sq0183
GCA_023065735.1	Primary Assembly	Un			JACYVW010000096.1	Chromosome			unplaced-scaffold	142532			sq0184
GCA_023065735.1	Primary Assembly	Un			JACYVW010000097.1	Chromosome			unplaced-scaffold	141999			sq0185
GCA_023065735.1	Primary Assembly	Un			JACYVW010000098.1	Chromosome			unplaced-scaffold	141388			sq0186
GCA_023065735.1	Primary Assembly	Un			JACYVW010000099.1	Chromosome			unplaced-scaffold	138495			sq0187
GCA_023065735.1	Primary Assembly	Un			JACYVW010000100.1	Chromosome			unplaced-scaffold	133375			sq0188
GCA_023065735.1	Primary Assembly	Un			JACYVW010000101.1	Chromosome			unplaced-scaffold	133312			sq0189
GCA_023065735.1	Primary Assembly	Un			JACYVW010000102.1	Chromosome			unplaced-scaffold	132513			sq0190
GCA_023065735.1	Primary Assembly	Un			JACYVW010000103.1	Chromosome			unplaced-scaffold	131407			sq0191
GCA_023065735.1	Primary Assembly	Un			JACYVW010000104.1	Chromosome			unplaced-scaffold	129680			sq0192
GCA_023065735.1	Primary Assembly	Un			JACYVW010000105.1	Chromosome			unplaced-scaffold	127918			sq0193
GCA_023065735.1	Primary Assembly	Un			JACYVW010000106.1	Chromosome			unplaced-scaffold	126026			sq0194
GCA_023065735.1	Primary Assembly	Un			JACYVW010000107.1	Chromosome			unplaced-scaffold	125328			sq0195
GCA_023065735.1	Primary Assembly	Un			JACYVW010000108.1	Chromosome			unplaced-scaffold	124999			sq0196
GCA_023065735.1	Primary Assembly	Un			JACYVW010000109.1	Chromosome			unplaced-scaffold	124948			sq0197
GCA_023065735.1	Primary Assembly	Un			JACYVW010000110.1	Chromosome			unplaced-scaffold	123476			sq0198
GCA_023065735.1	Primary Assembly	Un			JACYVW010000111.1	Chromosome			unplaced-scaffold	121634			sq0199
GCA_023065735.1	Primary Assembly	Un			JACYVW010000112.1	Chromosome			unplaced-scaffold	121041			sq0200
GCA_023065735.1	Primary Assembly	Un			JACYVW010000113.1	Chromosome			unplaced-scaffold	120489			sq0201
GCA_023065735.1	Primary Assembly	Un			JACYVW010000114.1	Chromosome			unplaced-scaffold	120129			sq0202
GCA_023065735.1	Primary Assembly	Un			JACYVW010000115.1	Chromosome			unplaced-scaffold	120083			sq0203
GCA_023065735.1	Primary Assembly	Un			JACYVW010000116.1	Chromosome			unplaced-scaffold	116849			sq0204
GCA_023065735.1	Primary Assembly	Un			JACYVW010000117.1	Chromosome			unplaced-scaffold	116845			sq0205
GCA_023065735.1	Primary Assembly	Un			JACYVW010000118.1	Chromosome			unplaced-scaffold	116527			sq0206
GCA_023065735.1	Primary Assembly	Un			JACYVW010000119.1	Chromosome			unplaced-scaffold	115349			sq0207
GCA_023065735.1	Primary Assembly	Un			JACYVW010000120.1	Chromosome			unplaced-scaffold	113911			sq0208
GCA_023065735.1	Primary Assembly	Un			JACYVW010000121.1	Chromosome			unplaced-scaffold	112680			sq0209
GCA_023065735.1	Primary Assembly	Un			JACYVW010000122.1	Chromosome			unplaced-scaffold	112458			sq0210
GCA_023065735.1	Primary Assembly	Un			JACYVW010000123.1	Chromosome			unplaced-scaffold	110237			sq0211
GCA_023065735.1	Primary Assembly	Un			JACYVW010000124.1	Chromosome			unplaced-scaffold	110109			sq0212
GCA_023065735.1	Primary Assembly	Un			JACYVW010000125.1	Chromosome			unplaced-scaffold	109923			sq0213
GCA_023065735.1	Primary Assembly	Un			JACYVW010000126.1	Chromosome			unplaced-scaffold	108983			sq0214
GCA_023065735.1	Primary Assembly	Un			JACYVW010000127.1	Chromosome			unplaced-scaffold	107492			sq0215
GCA_023065735.1	Primary Assembly	Un			JACYVW010000132.1	Chromosome			unplaced-scaffold	104860			sq0220
GCA_023065735.1	Primary Assembly	Un			JACYVW010000133.1	Chromosome			unplaced-scaffold	104413			sq0221
GCA_023065735.1	Primary Assembly	Un			JACYVW010000134.1	Chromosome			unplaced-scaffold	103999			sq0222
GCA_023065735.1	Primary Assembly	Un			JACYVW010000135.1	Chromosome			unplaced-scaffold	103648			sq0223
GCA_023065735.1	Primary Assembly	Un			JACYVW010000137.1	Chromosome			unplaced-scaffold	103249			sq0225
GCA_023065735.1	Primary Assembly	Un			JACYVW010000139.1	Chromosome			unplaced-scaffold	102400			sq0227
GCA_023065735.1	Primary Assembly	Un			JACYVW010000142.1	Chromosome			unplaced-scaffold	100499			sq0230
GCA_023065735.1	Primary Assembly	Un			JACYVW010000143.1	Chromosome			unplaced-scaffold	99086			sq0231
GCA_023065735.1	Primary Assembly	Un			JACYVW010000145.1	Chromosome			unplaced-scaffold	98666			sq0233
GCA_023065735.1	Primary Assembly	Un			JACYVW010000146.1	Chromosome			unplaced-scaffold	98581			sq0234
GCA_023065735.1	Primary Assembly	Un			JACYVW010000147.1	Chromosome			unplaced-scaffold	98497			sq0235
GCA_023065735.1	Primary Assembly	Un			JACYVW010000148.1	Chromosome			unplaced-scaffold	98473			sq0236
GCA_023065735.1	Primary Assembly	Un			JACYVW010000149.1	Chromosome			unplaced-scaffold	98032			sq0237
GCA_023065735.1	Primary Assembly	Un			JACYVW010000150.1	Chromosome			unplaced-scaffold	98026			sq0238
GCA_023065735.1	Primary Assembly	Un			JACYVW010000151.1	Chromosome			unplaced-scaffold	96317			sq0239
GCA_023065735.1	Primary Assembly	Un			JACYVW010000152.1	Chromosome			unplaced-scaffold	95159			sq0240
GCA_023065735.1	Primary Assembly	Un			JACYVW010000153.1	Chromosome			unplaced-scaffold	94845			sq0241
GCA_023065735.1	Primary Assembly	Un			JACYVW010000154.1	Chromosome			unplaced-scaffold	94774			sq0242
GCA_023065735.1	Primary Assembly	Un			JACYVW010000155.1	Chromosome			unplaced-scaffold	94374			sq0243
GCA_023065735.1	Primary Assembly	Un			JACYVW010000156.1	Chromosome			unplaced-scaffold	93771			sq0244
GCA_023065735.1	Primary Assembly	Un			JACYVW010000157.1	Chromosome			unplaced-scaffold	93751			sq0245
GCA_023065735.1	Primary Assembly	Un			JACYVW010000158.1	Chromosome			unplaced-scaffold	93704			sq0246
GCA_023065735.1	Primary Assembly	Un			JACYVW010000159.1	Chromosome			unplaced-scaffold	93427			sq0247
GCA_023065735.1	Primary Assembly	Un			JACYVW010000160.1	Chromosome			unplaced-scaffold	93196			sq0248
GCA_023065735.1	Primary Assembly	Un			JACYVW010000161.1	Chromosome			unplaced-scaffold	91358			sq0249
GCA_023065735.1	Primary Assembly	Un			JACYVW010000162.1	Chromosome			unplaced-scaffold	91098			sq0250
GCA_023065735.1	Primary Assembly	Un			JACYVW010000163.1	Chromosome			unplaced-scaffold	89466			sq0251
GCA_023065735.1	Primary Assembly	Un			JACYVW010000164.1	Chromosome			unplaced-scaffold	88344			sq0252
GCA_023065735.1	Primary Assembly	Un			JACYVW010000165.1	Chromosome			unplaced-scaffold	88326			sq0253
GCA_023065735.1	Primary Assembly	Un			JACYVW010000166.1	Chromosome			unplaced-scaffold	86317			sq0254
GCA_023065735.1	Primary Assembly	Un			JACYVW010000167.1	Chromosome			unplaced-scaffold	86237			sq0255
GCA_023065735.1	Primary Assembly	Un			JACYVW010000168.1	Chromosome			unplaced-scaffold	85991			sq0256
GCA_023065735.1	Primary Assembly	Un			JACYVW010000169.1	Chromosome			unplaced-scaffold	85928			sq0257
GCA_023065735.1	Primary Assembly	Un			JACYVW010000170.1	Chromosome			unplaced-scaffold	84920			sq0258
GCA_023065735.1	Primary Assembly	Un			JACYVW010000171.1	Chromosome			unplaced-scaffold	84907			sq0259
GCA_023065735.1	Primary Assembly	Un			JACYVW010000172.1	Chromosome			unplaced-scaffold	84897			sq0260
GCA_023065735.1	Primary Assembly	Un			JACYVW010000173.1	Chromosome			unplaced-scaffold	84866			sq0261
GCA_023065735.1	Primary Assembly	Un			JACYVW010000174.1	Chromosome			unplaced-scaffold	84517			sq0262
GCA_023065735.1	Primary Assembly	Un			JACYVW010000175.1	Chromosome			unplaced-scaffold	84231			sq0263
GCA_023065735.1	Primary Assembly	Un			JACYVW010000176.1	Chromosome			unplaced-scaffold	82957			sq0264
GCA_023065735.1	Primary Assembly	Un			JACYVW010000177.1	Chromosome			unplaced-scaffold	80409			sq0265
GCA_023065735.1	Primary Assembly	Un			JACYVW010000178.1	Chromosome			unplaced-scaffold	80329			sq0266
GCA_023065735.1	Primary Assembly	Un			JACYVW010000179.1	Chromosome			unplaced-scaffold	80196			sq0267
GCA_023065735.1	Primary Assembly	Un			JACYVW010000180.1	Chromosome			unplaced-scaffold	80122			sq0268
GCA_023065735.1	Primary Assembly	Un			JACYVW010000181.1	Chromosome			unplaced-scaffold	79720			sq0269
GCA_023065735.1	Primary Assembly	Un			JACYVW010000182.1	Chromosome			unplaced-scaffold	78993			sq0270
GCA_023065735.1	Primary Assembly	Un			JACYVW010000183.1	Chromosome			unplaced-scaffold	78243			sq0271
GCA_023065735.1	Primary Assembly	Un			JACYVW010000184.1	Chromosome			unplaced-scaffold	77455			sq0272
GCA_023065735.1	Primary Assembly	Un			JACYVW010000185.1	Chromosome			unplaced-scaffold	75620			sq0273
GCA_023065735.1	Primary Assembly	Un			JACYVW010000186.1	Chromosome			unplaced-scaffold	73907			sq0274
GCA_023065735.1	Primary Assembly	Un			JACYVW010000187.1	Chromosome			unplaced-scaffold	73364			sq0275
GCA_023065735.1	Primary Assembly	Un			JACYVW010000188.1	Chromosome			unplaced-scaffold	70268			sq0276
GCA_023065735.1	Primary Assembly	Un			JACYVW010000190.1	Chromosome			unplaced-scaffold	67593			sq0278
GCA_023065735.1	Primary Assembly	Un			JACYVW010000191.1	Chromosome			unplaced-scaffold	67129			sq0279
GCA_023065735.1	Primary Assembly	Un			JACYVW010000192.1	Chromosome			unplaced-scaffold	66787			sq0280
GCA_023065735.1	Primary Assembly	Un			JACYVW010000193.1	Chromosome			unplaced-scaffold	65862			sq0281
GCA_023065735.1	Primary Assembly	Un			JACYVW010000194.1	Chromosome			unplaced-scaffold	65357			sq0282
GCA_023065735.1	Primary Assembly	Un			JACYVW010000195.1	Chromosome			unplaced-scaffold	65332			sq0283
GCA_023065735.1	Primary Assembly	Un			JACYVW010000197.1	Chromosome			unplaced-scaffold	63741			sq0285
GCA_023065735.1	Primary Assembly	Un			JACYVW010000199.1	Chromosome			unplaced-scaffold	62436			sq0287
GCA_023065735.1	Primary Assembly	Un			JACYVW010000200.1	Chromosome			unplaced-scaffold	62134			sq0288
GCA_023065735.1	Primary Assembly	Un			JACYVW010000201.1	Chromosome			unplaced-scaffold	62090			sq0289
GCA_023065735.1	Primary Assembly	Un			JACYVW010000202.1	Chromosome			unplaced-scaffold	61703			sq0290
GCA_023065735.1	Primary Assembly	Un			JACYVW010000203.1	Chromosome			unplaced-scaffold	60437			sq0291
GCA_023065735.1	Primary Assembly	Un			JACYVW010000204.1	Chromosome			unplaced-scaffold	59386			sq0292
GCA_023065735.1	Primary Assembly	Un			JACYVW010000205.1	Chromosome			unplaced-scaffold	59286			sq0293
GCA_023065735.1	Primary Assembly	Un			JACYVW010000207.1	Chromosome			unplaced-scaffold	58237			sq0295
GCA_023065735.1	Primary Assembly	Un			JACYVW010000211.1	Chromosome			unplaced-scaffold	56896			sq0299
GCA_023065735.1	Primary Assembly	Un			JACYVW010000212.1	Chromosome			unplaced-scaffold	55927			sq0300
GCA_023065735.1	Primary Assembly	Un			JACYVW010000213.1	Chromosome			unplaced-scaffold	55896			sq0301
GCA_023065735.1	Primary Assembly	Un			JACYVW010000214.1	Chromosome			unplaced-scaffold	54571			sq0302
GCA_023065735.1	Primary Assembly	Un			JACYVW010000215.1	Chromosome			unplaced-scaffold	54381			sq0303
GCA_023065735.1	Primary Assembly	Un			JACYVW010000217.1	Chromosome			unplaced-scaffold	53146			sq0305
GCA_023065735.1	Primary Assembly	Un			JACYVW010000218.1	Chromosome			unplaced-scaffold	53027			sq0306
GCA_023065735.1	Primary Assembly	Un			JACYVW010000219.1	Chromosome			unplaced-scaffold	52936			sq0307
GCA_023065735.1	Primary Assembly	Un			JACYVW010000220.1	Chromosome			unplaced-scaffold	52306			sq0308
GCA_023065735.1	Primary Assembly	Un			JACYVW010000221.1	Chromosome			unplaced-scaffold	52262			sq0309
GCA_023065735.1	Primary Assembly	Un			JACYVW010000222.1	Chromosome			unplaced-scaffold	52122			sq0310
GCA_023065735.1	Primary Assembly	Un			JACYVW010000225.1	Chromosome			unplaced-scaffold	50558			sq0313
GCA_023065735.1	Primary Assembly	Un			JACYVW010000226.1	Chromosome			unplaced-scaffold	50552			sq0314
GCA_023065735.1	Primary Assembly	Un			JACYVW010000227.1	Chromosome			unplaced-scaffold	50302			sq0315
GCA_023065735.1	Primary Assembly	Un			JACYVW010000228.1	Chromosome			unplaced-scaffold	49813			sq0316
GCA_023065735.1	Primary Assembly	Un			JACYVW010000230.1	Chromosome			unplaced-scaffold	48328			sq0318
GCA_023065735.1	Primary Assembly	Un			JACYVW010000231.1	Chromosome			unplaced-scaffold	48314			sq0319
GCA_023065735.1	Primary Assembly	Un			JACYVW010000232.1	Chromosome			unplaced-scaffold	47921			sq0320
GCA_023065735.1	Primary Assembly	Un			JACYVW010000234.1	Chromosome			unplaced-scaffold	47764			sq0322
GCA_023065735.1	Primary Assembly	Un			JACYVW010000236.1	Chromosome			unplaced-scaffold	46913			sq0324
GCA_023065735.1	Primary Assembly	Un			JACYVW010000237.1	Chromosome			unplaced-scaffold	46805			sq0325
GCA_023065735.1	Primary Assembly	Un			JACYVW010000238.1	Chromosome			unplaced-scaffold	46106			sq0326
GCA_023065735.1	Primary Assembly	Un			JACYVW010000239.1	Chromosome			unplaced-scaffold	45512			sq0327
GCA_023065735.1	Primary Assembly	Un			JACYVW010000240.1	Chromosome			unplaced-scaffold	45492			sq0328
GCA_023065735.1	Primary Assembly	Un			JACYVW010000241.1	Chromosome			unplaced-scaffold	45236			sq0329
GCA_023065735.1	Primary Assembly	Un			JACYVW010000242.1	Chromosome			unplaced-scaffold	44360			sq0330
GCA_023065735.1	Primary Assembly	Un			JACYVW010000243.1	Chromosome			unplaced-scaffold	44320			sq0331
GCA_023065735.1	Primary Assembly	Un			JACYVW010000244.1	Chromosome			unplaced-scaffold	43582			sq0332
GCA_023065735.1	Primary Assembly	Un			JACYVW010000245.1	Chromosome			unplaced-scaffold	43554			sq0333
GCA_023065735.1	Primary Assembly	Un			JACYVW010000246.1	Chromosome			unplaced-scaffold	42566			sq0334
GCA_023065735.1	Primary Assembly	Un			JACYVW010000247.1	Chromosome			unplaced-scaffold	42530			sq0335
GCA_023065735.1	Primary Assembly	Un			JACYVW010000248.1	Chromosome			unplaced-scaffold	42181			sq0336
GCA_023065735.1	Primary Assembly	Un			JACYVW010000249.1	Chromosome			unplaced-scaffold	41542			sq0337
GCA_023065735.1	Primary Assembly	Un			JACYVW010000252.1	Chromosome			unplaced-scaffold	40729			sq0340
GCA_023065735.1	Primary Assembly	Un			JACYVW010000253.1	Chromosome			unplaced-scaffold	40645			sq0341
GCA_023065735.1	Primary Assembly	Un			JACYVW010000254.1	Chromosome			unplaced-scaffold	40632			sq0342
GCA_023065735.1	Primary Assembly	Un			JACYVW010000255.1	Chromosome			unplaced-scaffold	40569			sq0343
GCA_023065735.1	Primary Assembly	Un			JACYVW010000258.1	Chromosome			unplaced-scaffold	40268			sq0346
GCA_023065735.1	Primary Assembly	Un			JACYVW010000259.1	Chromosome			unplaced-scaffold	40189			sq0347
GCA_023065735.1	Primary Assembly	Un			JACYVW010000260.1	Chromosome			unplaced-scaffold	39871			sq0348
GCA_023065735.1	Primary Assembly	Un			JACYVW010000261.1	Chromosome			unplaced-scaffold	39503			sq0349
GCA_023065735.1	Primary Assembly	Un			JACYVW010000262.1	Chromosome			unplaced-scaffold	39447			sq0350
GCA_023065735.1	Primary Assembly	Un			JACYVW010000263.1	Chromosome			unplaced-scaffold	39421			sq0351
GCA_023065735.1	Primary Assembly	Un			JACYVW010000264.1	Chromosome			unplaced-scaffold	39403			sq0352
GCA_023065735.1	Primary Assembly	Un			JACYVW010000266.1	Chromosome			unplaced-scaffold	39136			sq0354
GCA_023065735.1	Primary Assembly	Un			JACYVW010000268.1	Chromosome			unplaced-scaffold	38419			sq0356
GCA_023065735.1	Primary Assembly	Un			JACYVW010000269.1	Chromosome			unplaced-scaffold	38398			sq0357
GCA_023065735.1	Primary Assembly	Un			JACYVW010000270.1	Chromosome			unplaced-scaffold	38214			sq0358
GCA_023065735.1	Primary Assembly	Un			JACYVW010000271.1	Chromosome			unplaced-scaffold	37914			sq0359
GCA_023065735.1	Primary Assembly	Un			JACYVW010000272.1	Chromosome			unplaced-scaffold	37715			sq0360
GCA_023065735.1	Primary Assembly	Un			JACYVW010000273.1	Chromosome			unplaced-scaffold	37707			sq0361
GCA_023065735.1	Primary Assembly	Un			JACYVW010000274.1	Chromosome			unplaced-scaffold	37691			sq0362
