Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_900059795.1	Primary Assembly	Un			HG739269.1	Chromosome			unplaced-scaffold	646662			scaffold_185
GCA_900059795.1	Primary Assembly	Un			HG739272.1	Chromosome			unplaced-scaffold	637324			scaffold_188
GCA_900059795.1	Primary Assembly	Un			HG739273.1	Chromosome			unplaced-scaffold	621040			scaffold_189
GCA_900059795.1	Primary Assembly	Un			HG739274.1	Chromosome			unplaced-scaffold	618965			scaffold_190
GCA_900059795.1	Primary Assembly	Un			HG739275.1	Chromosome			unplaced-scaffold	618470			scaffold_191
GCA_900059795.1	Primary Assembly	Un			HG739279.1	Chromosome			unplaced-scaffold	606940			scaffold_195
GCA_900059795.1	Primary Assembly	Un			HG739284.1	Chromosome			unplaced-scaffold	593505			scaffold_200
GCA_900059795.1	Primary Assembly	Un			HG739285.1	Chromosome			unplaced-scaffold	592157			scaffold_201
GCA_900059795.1	Primary Assembly	Un			HG739286.1	Chromosome			unplaced-scaffold	589799			scaffold_202
GCA_900059795.1	Primary Assembly	Un			HG739287.1	Chromosome			unplaced-scaffold	579142			scaffold_203
GCA_900059795.1	Primary Assembly	Un			HG739288.1	Chromosome			unplaced-scaffold	568942			scaffold_204
GCA_900059795.1	Primary Assembly	Un			HG739289.1	Chromosome			unplaced-scaffold	566083			scaffold_205
GCA_900059795.1	Primary Assembly	Un			HG739290.1	Chromosome			unplaced-scaffold	563849			scaffold_206
GCA_900059795.1	Primary Assembly	Un			HG739293.1	Chromosome			unplaced-scaffold	548440			scaffold_209
GCA_900059795.1	Primary Assembly	Un			HG739294.1	Chromosome			unplaced-scaffold	546759			scaffold_210
GCA_900059795.1	Primary Assembly	Un			HG739295.1	Chromosome			unplaced-scaffold	540332			scaffold_211
GCA_900059795.1	Primary Assembly	Un			HG739296.1	Chromosome			unplaced-scaffold	537445			scaffold_212
GCA_900059795.1	Primary Assembly	Un			HG739298.1	Chromosome			unplaced-scaffold	533697			scaffold_214
GCA_900059795.1	Primary Assembly	Un			HG739300.1	Chromosome			unplaced-scaffold	524607			scaffold_216
GCA_900059795.1	Primary Assembly	Un			HG739304.1	Chromosome			unplaced-scaffold	512785			scaffold_220
GCA_900059795.1	Primary Assembly	Un			HG739306.1	Chromosome			unplaced-scaffold	508594			scaffold_222
GCA_900059795.1	Primary Assembly	Un			HG739310.1	Chromosome			unplaced-scaffold	491962			scaffold_226
GCA_900059795.1	Primary Assembly	Un			HG739311.1	Chromosome			unplaced-scaffold	487602			scaffold_227
GCA_900059795.1	Primary Assembly	Un			HG739312.1	Chromosome			unplaced-scaffold	486519			scaffold_228
GCA_900059795.1	Primary Assembly	Un			HG739313.1	Chromosome			unplaced-scaffold	485840			scaffold_229
GCA_900059795.1	Primary Assembly	Un			HG739314.1	Chromosome			unplaced-scaffold	484787			scaffold_230
GCA_900059795.1	Primary Assembly	Un			HG739317.1	Chromosome			unplaced-scaffold	474487			scaffold_233
GCA_900059795.1	Primary Assembly	Un			HG739318.1	Chromosome			unplaced-scaffold	471667			scaffold_234
GCA_900059795.1	Primary Assembly	Un			HG739320.1	Chromosome			unplaced-scaffold	466349			scaffold_236
GCA_900059795.1	Primary Assembly	Un			HG739324.1	Chromosome			unplaced-scaffold	453711			scaffold_240
GCA_900059795.1	Primary Assembly	Un			HG739326.1	Chromosome			unplaced-scaffold	452190			scaffold_242
GCA_900059795.1	Primary Assembly	Un			HG739327.1	Chromosome			unplaced-scaffold	450490			scaffold_243
GCA_900059795.1	Primary Assembly	Un			HG739329.1	Chromosome			unplaced-scaffold	443321			scaffold_245
GCA_900059795.1	Primary Assembly	Un			HG739330.1	Chromosome			unplaced-scaffold	441885			scaffold_246
GCA_900059795.1	Primary Assembly	Un			HG739332.1	Chromosome			unplaced-scaffold	435202			scaffold_248
GCA_900059795.1	Primary Assembly	Un			HG739333.1	Chromosome			unplaced-scaffold	433461			scaffold_249
GCA_900059795.1	Primary Assembly	Un			HG739335.1	Chromosome			unplaced-scaffold	415986			scaffold_251
GCA_900059795.1	Primary Assembly	Un			HG739336.1	Chromosome			unplaced-scaffold	402882			scaffold_252
GCA_900059795.1	Primary Assembly	Un			HG739338.1	Chromosome			unplaced-scaffold	398716			scaffold_254
GCA_900059795.1	Primary Assembly	Un			HG739341.1	Chromosome			unplaced-scaffold	389794			scaffold_257
GCA_900059795.1	Primary Assembly	Un			HG739343.1	Chromosome			unplaced-scaffold	388776			scaffold_259
GCA_900059795.1	Primary Assembly	Un			HG739344.1	Chromosome			unplaced-scaffold	385911			scaffold_260
GCA_900059795.1	Primary Assembly	Un			HG739345.1	Chromosome			unplaced-scaffold	382353			scaffold_261
GCA_900059795.1	Primary Assembly	Un			HG739350.1	Chromosome			unplaced-scaffold	367708			scaffold_266
GCA_900059795.1	Primary Assembly	Un			HG739351.1	Chromosome			unplaced-scaffold	365134			scaffold_267
GCA_900059795.1	Primary Assembly	Un			HG739352.1	Chromosome			unplaced-scaffold	362869			scaffold_268
GCA_900059795.1	Primary Assembly	Un			HG739353.1	Chromosome			unplaced-scaffold	361697			scaffold_269
GCA_900059795.1	Primary Assembly	Un			HG739354.1	Chromosome			unplaced-scaffold	356809			scaffold_270
GCA_900059795.1	Primary Assembly	Un			HG739355.1	Chromosome			unplaced-scaffold	350752			scaffold_271
GCA_900059795.1	Primary Assembly	Un			HG739356.1	Chromosome			unplaced-scaffold	349876			scaffold_272
GCA_900059795.1	Primary Assembly	Un			HG739357.1	Chromosome			unplaced-scaffold	349418			scaffold_273
GCA_900059795.1	Primary Assembly	Un			HG739358.1	Chromosome			unplaced-scaffold	349188			scaffold_274
GCA_900059795.1	Primary Assembly	Un			HG739359.1	Chromosome			unplaced-scaffold	346358			scaffold_275
GCA_900059795.1	Primary Assembly	Un			HG739360.1	Chromosome			unplaced-scaffold	346270			scaffold_276
GCA_900059795.1	Primary Assembly	Un			HG739361.1	Chromosome			unplaced-scaffold	346229			scaffold_277
GCA_900059795.1	Primary Assembly	Un			HG739363.1	Chromosome			unplaced-scaffold	345484			scaffold_279
GCA_900059795.1	Primary Assembly	Un			HG739364.1	Chromosome			unplaced-scaffold	338239			scaffold_280
GCA_900059795.1	Primary Assembly	Un			HG739365.1	Chromosome			unplaced-scaffold	338002			scaffold_281
GCA_900059795.1	Primary Assembly	Un			HG739366.1	Chromosome			unplaced-scaffold	336542			scaffold_282
GCA_900059795.1	Primary Assembly	Un			HG739367.1	Chromosome			unplaced-scaffold	330882			scaffold_283
GCA_900059795.1	Primary Assembly	Un			HG739368.1	Chromosome			unplaced-scaffold	328306			scaffold_284
GCA_900059795.1	Primary Assembly	Un			HG739369.1	Chromosome			unplaced-scaffold	325033			scaffold_285
GCA_900059795.1	Primary Assembly	Un			HG739370.1	Chromosome			unplaced-scaffold	324524			scaffold_286
GCA_900059795.1	Primary Assembly	Un			HG739371.1	Chromosome			unplaced-scaffold	324356			scaffold_287
GCA_900059795.1	Primary Assembly	Un			HG739373.1	Chromosome			unplaced-scaffold	323598			scaffold_289
GCA_900059795.1	Primary Assembly	Un			HG739374.1	Chromosome			unplaced-scaffold	322820			scaffold_290
GCA_900059795.1	Primary Assembly	Un			HG739375.1	Chromosome			unplaced-scaffold	321674			scaffold_291
GCA_900059795.1	Primary Assembly	Un			HG739376.1	Chromosome			unplaced-scaffold	320239			scaffold_292
GCA_900059795.1	Primary Assembly	Un			HG739377.1	Chromosome			unplaced-scaffold	319612			scaffold_293
GCA_900059795.1	Primary Assembly	Un			HG739379.1	Chromosome			unplaced-scaffold	312400			scaffold_295
GCA_900059795.1	Primary Assembly	Un			HG739380.1	Chromosome			unplaced-scaffold	311455			scaffold_296
GCA_900059795.1	Primary Assembly	Un			HG739382.1	Chromosome			unplaced-scaffold	305495			scaffold_298
GCA_900059795.1	Primary Assembly	Un			HG739383.1	Chromosome			unplaced-scaffold	304636			scaffold_299
GCA_900059795.1	Primary Assembly	Un			HG739384.1	Chromosome			unplaced-scaffold	293460			scaffold_300
GCA_900059795.1	Primary Assembly	Un			HG739385.1	Chromosome			unplaced-scaffold	293078			scaffold_301
GCA_900059795.1	Primary Assembly	Un			HG739386.1	Chromosome			unplaced-scaffold	291922			scaffold_302
GCA_900059795.1	Primary Assembly	Un			HG739387.1	Chromosome			unplaced-scaffold	290592			scaffold_303
GCA_900059795.1	Primary Assembly	Un			HG739388.1	Chromosome			unplaced-scaffold	289756			scaffold_304
GCA_900059795.1	Primary Assembly	Un			HG739389.1	Chromosome			unplaced-scaffold	288953			scaffold_305
GCA_900059795.1	Primary Assembly	Un			HG739390.1	Chromosome			unplaced-scaffold	288903			scaffold_306
GCA_900059795.1	Primary Assembly	Un			HG739393.1	Chromosome			unplaced-scaffold	279539			scaffold_309
GCA_900059795.1	Primary Assembly	Un			HG739394.1	Chromosome			unplaced-scaffold	277060			scaffold_310
GCA_900059795.1	Primary Assembly	Un			HG739395.1	Chromosome			unplaced-scaffold	276913			scaffold_311
GCA_900059795.1	Primary Assembly	Un			HG739397.1	Chromosome			unplaced-scaffold	273501			scaffold_313
GCA_900059795.1	Primary Assembly	Un			HG739398.1	Chromosome			unplaced-scaffold	273100			scaffold_314
GCA_900059795.1	Primary Assembly	Un			HG739399.1	Chromosome			unplaced-scaffold	273089			scaffold_315
GCA_900059795.1	Primary Assembly	Un			HG739400.1	Chromosome			unplaced-scaffold	272066			scaffold_316
GCA_900059795.1	Primary Assembly	Un			HG739402.1	Chromosome			unplaced-scaffold	270596			scaffold_318
GCA_900059795.1	Primary Assembly	Un			HG739403.1	Chromosome			unplaced-scaffold	270327			scaffold_319
GCA_900059795.1	Primary Assembly	Un			HG739404.1	Chromosome			unplaced-scaffold	269306			scaffold_320
GCA_900059795.1	Primary Assembly	Un			HG739405.1	Chromosome			unplaced-scaffold	266441			scaffold_321
GCA_900059795.1	Primary Assembly	Un			HG739406.1	Chromosome			unplaced-scaffold	264745			scaffold_322
GCA_900059795.1	Primary Assembly	Un			HG739409.1	Chromosome			unplaced-scaffold	260852			scaffold_325
GCA_900059795.1	Primary Assembly	Un			HG739410.1	Chromosome			unplaced-scaffold	259517			scaffold_326
GCA_900059795.1	Primary Assembly	Un			HG739411.1	Chromosome			unplaced-scaffold	257190			scaffold_327
GCA_900059795.1	Primary Assembly	Un			HG739412.1	Chromosome			unplaced-scaffold	256016			scaffold_328
GCA_900059795.1	Primary Assembly	Un			HG739413.1	Chromosome			unplaced-scaffold	253799			scaffold_329
GCA_900059795.1	Primary Assembly	Un			HG739414.1	Chromosome			unplaced-scaffold	251722			scaffold_330
GCA_900059795.1	Primary Assembly	Un			HG739416.1	Chromosome			unplaced-scaffold	250823			scaffold_332
GCA_900059795.1	Primary Assembly	Un			HG739417.1	Chromosome			unplaced-scaffold	250671			scaffold_333
GCA_900059795.1	Primary Assembly	Un			HG739418.1	Chromosome			unplaced-scaffold	250090			scaffold_334
GCA_900059795.1	Primary Assembly	Un			HG739419.1	Chromosome			unplaced-scaffold	249578			scaffold_335
GCA_900059795.1	Primary Assembly	Un			HG739420.1	Chromosome			unplaced-scaffold	246739			scaffold_336
GCA_900059795.1	Primary Assembly	Un			HG739422.1	Chromosome			unplaced-scaffold	245584			scaffold_338
GCA_900059795.1	Primary Assembly	Un			HG739423.1	Chromosome			unplaced-scaffold	243756			scaffold_339
GCA_900059795.1	Primary Assembly	Un			HG739424.1	Chromosome			unplaced-scaffold	242896			scaffold_340
GCA_900059795.1	Primary Assembly	Un			HG739425.1	Chromosome			unplaced-scaffold	237244			scaffold_341
GCA_900059795.1	Primary Assembly	Un			HG739426.1	Chromosome			unplaced-scaffold	234929			scaffold_342
GCA_900059795.1	Primary Assembly	Un			HG739427.1	Chromosome			unplaced-scaffold	232241			scaffold_343
GCA_900059795.1	Primary Assembly	Un			HG739429.1	Chromosome			unplaced-scaffold	230341			scaffold_345
GCA_900059795.1	Primary Assembly	Un			HG739430.1	Chromosome			unplaced-scaffold	229641			scaffold_346
GCA_900059795.1	Primary Assembly	Un			HG739431.1	Chromosome			unplaced-scaffold	229098			scaffold_347
GCA_900059795.1	Primary Assembly	Un			HG739432.1	Chromosome			unplaced-scaffold	229094			scaffold_348
GCA_900059795.1	Primary Assembly	Un			HG739433.1	Chromosome			unplaced-scaffold	228777			scaffold_349
GCA_900059795.1	Primary Assembly	Un			HG739435.1	Chromosome			unplaced-scaffold	228307			scaffold_351
GCA_900059795.1	Primary Assembly	Un			HG739436.1	Chromosome			unplaced-scaffold	228186			scaffold_352
GCA_900059795.1	Primary Assembly	Un			HG739437.1	Chromosome			unplaced-scaffold	227254			scaffold_353
GCA_900059795.1	Primary Assembly	Un			HG739439.1	Chromosome			unplaced-scaffold	225818			scaffold_355
GCA_900059795.1	Primary Assembly	Un			HG739441.1	Chromosome			unplaced-scaffold	222829			scaffold_357
GCA_900059795.1	Primary Assembly	Un			HG739442.1	Chromosome			unplaced-scaffold	221074			scaffold_358
GCA_900059795.1	Primary Assembly	Un			HG739443.1	Chromosome			unplaced-scaffold	220240			scaffold_359
GCA_900059795.1	Primary Assembly	Un			HG739444.1	Chromosome			unplaced-scaffold	218638			scaffold_360
GCA_900059795.1	Primary Assembly	Un			HG739446.1	Chromosome			unplaced-scaffold	218307			scaffold_362
GCA_900059795.1	Primary Assembly	Un			HG739447.1	Chromosome			unplaced-scaffold	217959			scaffold_363
GCA_900059795.1	Primary Assembly	Un			HG739448.1	Chromosome			unplaced-scaffold	216258			scaffold_364
GCA_900059795.1	Primary Assembly	Un			HG739449.1	Chromosome			unplaced-scaffold	212129			scaffold_365
GCA_900059795.1	Primary Assembly	Un			HG739450.1	Chromosome			unplaced-scaffold	211436			scaffold_366
GCA_900059795.1	Primary Assembly	Un			HG739451.1	Chromosome			unplaced-scaffold	210741			scaffold_367
GCA_900059795.1	Primary Assembly	Un			HG739452.1	Chromosome			unplaced-scaffold	209398			scaffold_368
GCA_900059795.1	Primary Assembly	Un			HG739453.1	Chromosome			unplaced-scaffold	209286			scaffold_369
GCA_900059795.1	Primary Assembly	Un			HG739455.1	Chromosome			unplaced-scaffold	208356			scaffold_371
GCA_900059795.1	Primary Assembly	Un			HG739456.1	Chromosome			unplaced-scaffold	208035			scaffold_372
GCA_900059795.1	Primary Assembly	Un			HG739457.1	Chromosome			unplaced-scaffold	207976			scaffold_373
GCA_900059795.1	Primary Assembly	Un			HG739458.1	Chromosome			unplaced-scaffold	207883			scaffold_374
GCA_900059795.1	Primary Assembly	Un			HG739459.1	Chromosome			unplaced-scaffold	204933			scaffold_375
GCA_900059795.1	Primary Assembly	Un			HG739462.1	Chromosome			unplaced-scaffold	203023			scaffold_378
GCA_900059795.1	Primary Assembly	Un			HG739463.1	Chromosome			unplaced-scaffold	202829			scaffold_379
GCA_900059795.1	Primary Assembly	Un			HG739464.1	Chromosome			unplaced-scaffold	202800			scaffold_380
GCA_900059795.1	Primary Assembly	Un			HG739466.1	Chromosome			unplaced-scaffold	202297			scaffold_382
GCA_900059795.1	Primary Assembly	Un			HG739467.1	Chromosome			unplaced-scaffold	201906			scaffold_383
GCA_900059795.1	Primary Assembly	Un			HG739468.1	Chromosome			unplaced-scaffold	201817			scaffold_384
GCA_900059795.1	Primary Assembly	Un			HG739469.1	Chromosome			unplaced-scaffold	201498			scaffold_385
GCA_900059795.1	Primary Assembly	Un			HG739470.1	Chromosome			unplaced-scaffold	201400			scaffold_386
GCA_900059795.1	Primary Assembly	Un			HG739471.1	Chromosome			unplaced-scaffold	200933			scaffold_387
GCA_900059795.1	Primary Assembly	Un			HG739472.1	Chromosome			unplaced-scaffold	199737			scaffold_388
GCA_900059795.1	Primary Assembly	Un			HG739473.1	Chromosome			unplaced-scaffold	199468			scaffold_389
GCA_900059795.1	Primary Assembly	Un			HG739474.1	Chromosome			unplaced-scaffold	198169			scaffold_390
GCA_900059795.1	Primary Assembly	Un			HG739475.1	Chromosome			unplaced-scaffold	197947			scaffold_391
GCA_900059795.1	Primary Assembly	Un			HG739476.1	Chromosome			unplaced-scaffold	197791			scaffold_392
GCA_900059795.1	Primary Assembly	Un			HG739477.1	Chromosome			unplaced-scaffold	197025			scaffold_393
GCA_900059795.1	Primary Assembly	Un			HG739478.1	Chromosome			unplaced-scaffold	195500			scaffold_394
GCA_900059795.1	Primary Assembly	Un			HG739479.1	Chromosome			unplaced-scaffold	194782			scaffold_395
GCA_900059795.1	Primary Assembly	Un			HG739480.1	Chromosome			unplaced-scaffold	193807			scaffold_396
GCA_900059795.1	Primary Assembly	Un			HG739481.1	Chromosome			unplaced-scaffold	192369			scaffold_397
GCA_900059795.1	Primary Assembly	Un			HG739482.1	Chromosome			unplaced-scaffold	192233			scaffold_398
GCA_900059795.1	Primary Assembly	Un			HG739484.1	Chromosome			unplaced-scaffold	190885			scaffold_400
GCA_900059795.1	Primary Assembly	Un			HG739485.1	Chromosome			unplaced-scaffold	190861			scaffold_401
GCA_900059795.1	Primary Assembly	Un			HG739486.1	Chromosome			unplaced-scaffold	190662			scaffold_402
GCA_900059795.1	Primary Assembly	Un			HG739488.1	Chromosome			unplaced-scaffold	187153			scaffold_404
GCA_900059795.1	Primary Assembly	Un			HG739489.1	Chromosome			unplaced-scaffold	186318			scaffold_405
GCA_900059795.1	Primary Assembly	Un			HG739490.1	Chromosome			unplaced-scaffold	186203			scaffold_406
GCA_900059795.1	Primary Assembly	Un			HG739492.1	Chromosome			unplaced-scaffold	185734			scaffold_408
GCA_900059795.1	Primary Assembly	Un			HG739493.1	Chromosome			unplaced-scaffold	184905			scaffold_409
GCA_900059795.1	Primary Assembly	Un			HG739495.1	Chromosome			unplaced-scaffold	183294			scaffold_411
GCA_900059795.1	Primary Assembly	Un			HG739496.1	Chromosome			unplaced-scaffold	182260			scaffold_412
GCA_900059795.1	Primary Assembly	Un			HG739497.1	Chromosome			unplaced-scaffold	181563			scaffold_413
GCA_900059795.1	Primary Assembly	Un			HG739498.1	Chromosome			unplaced-scaffold	180365			scaffold_414
GCA_900059795.1	Primary Assembly	Un			HG739500.1	Chromosome			unplaced-scaffold	179806			scaffold_416
GCA_900059795.1	Primary Assembly	Un			HG739501.1	Chromosome			unplaced-scaffold	178978			scaffold_417
GCA_900059795.1	Primary Assembly	Un			HG739502.1	Chromosome			unplaced-scaffold	178969			scaffold_418
GCA_900059795.1	Primary Assembly	Un			HG739503.1	Chromosome			unplaced-scaffold	177677			scaffold_419
GCA_900059795.1	Primary Assembly	Un			HG739504.1	Chromosome			unplaced-scaffold	177627			scaffold_420
GCA_900059795.1	Primary Assembly	Un			HG739505.1	Chromosome			unplaced-scaffold	176761			scaffold_421
GCA_900059795.1	Primary Assembly	Un			HG739506.1	Chromosome			unplaced-scaffold	175929			scaffold_422
GCA_900059795.1	Primary Assembly	Un			HG739507.1	Chromosome			unplaced-scaffold	174099			scaffold_423
GCA_900059795.1	Primary Assembly	Un			HG739508.1	Chromosome			unplaced-scaffold	173993			scaffold_424
GCA_900059795.1	Primary Assembly	Un			HG739509.1	Chromosome			unplaced-scaffold	172075			scaffold_425
GCA_900059795.1	Primary Assembly	Un			HG739510.1	Chromosome			unplaced-scaffold	171822			scaffold_426
GCA_900059795.1	Primary Assembly	Un			HG739511.1	Chromosome			unplaced-scaffold	170476			scaffold_427
GCA_900059795.1	Primary Assembly	Un			HG739512.1	Chromosome			unplaced-scaffold	169503			scaffold_428
GCA_900059795.1	Primary Assembly	Un			HG739513.1	Chromosome			unplaced-scaffold	169347			scaffold_429
GCA_900059795.1	Primary Assembly	Un			HG739514.1	Chromosome			unplaced-scaffold	168881			scaffold_430
GCA_900059795.1	Primary Assembly	Un			HG739515.1	Chromosome			unplaced-scaffold	165235			scaffold_431
GCA_900059795.1	Primary Assembly	Un			HG739516.1	Chromosome			unplaced-scaffold	164881			scaffold_432
GCA_900059795.1	Primary Assembly	Un			HG739517.1	Chromosome			unplaced-scaffold	164355			scaffold_433
GCA_900059795.1	Primary Assembly	Un			HG739518.1	Chromosome			unplaced-scaffold	164275			scaffold_434
GCA_900059795.1	Primary Assembly	Un			HG739519.1	Chromosome			unplaced-scaffold	163921			scaffold_435
GCA_900059795.1	Primary Assembly	Un			HG739520.1	Chromosome			unplaced-scaffold	163707			scaffold_436
GCA_900059795.1	Primary Assembly	Un			HG739521.1	Chromosome			unplaced-scaffold	162726			scaffold_437
GCA_900059795.1	Primary Assembly	Un			HG739522.1	Chromosome			unplaced-scaffold	161473			scaffold_438
GCA_900059795.1	Primary Assembly	Un			HG739523.1	Chromosome			unplaced-scaffold	161300			scaffold_439
GCA_900059795.1	Primary Assembly	Un			HG739524.1	Chromosome			unplaced-scaffold	157440			scaffold_440
GCA_900059795.1	Primary Assembly	Un			HG739525.1	Chromosome			unplaced-scaffold	151445			scaffold_441
GCA_900059795.1	Primary Assembly	Un			HG739526.1	Chromosome			unplaced-scaffold	151200			scaffold_442
GCA_900059795.1	Primary Assembly	Un			HG739527.1	Chromosome			unplaced-scaffold	148606			scaffold_443
GCA_900059795.1	Primary Assembly	Un			HG739528.1	Chromosome			unplaced-scaffold	147521			scaffold_444
GCA_900059795.1	Primary Assembly	Un			HG739529.1	Chromosome			unplaced-scaffold	146947			scaffold_445
GCA_900059795.1	Primary Assembly	Un			HG739530.1	Chromosome			unplaced-scaffold	145186			scaffold_446
GCA_900059795.1	Primary Assembly	Un			HG739531.1	Chromosome			unplaced-scaffold	144405			scaffold_447
GCA_900059795.1	Primary Assembly	Un			HG739532.1	Chromosome			unplaced-scaffold	143053			scaffold_448
GCA_900059795.1	Primary Assembly	Un			HG739533.1	Chromosome			unplaced-scaffold	142086			scaffold_449
GCA_900059795.1	Primary Assembly	Un			HG739534.1	Chromosome			unplaced-scaffold	141989			scaffold_450
GCA_900059795.1	Primary Assembly	Un			HG739535.1	Chromosome			unplaced-scaffold	141073			scaffold_451
GCA_900059795.1	Primary Assembly	Un			HG739536.1	Chromosome			unplaced-scaffold	140754			scaffold_452
GCA_900059795.1	Primary Assembly	Un			HG739537.1	Chromosome			unplaced-scaffold	138593			scaffold_453
GCA_900059795.1	Primary Assembly	Un			HG739538.1	Chromosome			unplaced-scaffold	137755			scaffold_454
GCA_900059795.1	Primary Assembly	Un			HG739539.1	Chromosome			unplaced-scaffold	134520			scaffold_455
GCA_900059795.1	Primary Assembly	Un			HG739540.1	Chromosome			unplaced-scaffold	133319			scaffold_456
GCA_900059795.1	Primary Assembly	Un			HG739541.1	Chromosome			unplaced-scaffold	131362			scaffold_457
GCA_900059795.1	Primary Assembly	Un			HG739544.1	Chromosome			unplaced-scaffold	122994			scaffold_460
GCA_900059795.1	Primary Assembly	Un			HG739545.1	Chromosome			unplaced-scaffold	120317			scaffold_461
GCA_900059795.1	Primary Assembly	Un			HG739546.1	Chromosome			unplaced-scaffold	120208			scaffold_462
GCA_900059795.1	Primary Assembly	Un			HG739547.1	Chromosome			unplaced-scaffold	115528			scaffold_463
GCA_900059795.1	Primary Assembly	Un			HG739549.1	Chromosome			unplaced-scaffold	114104			scaffold_465
GCA_900059795.1	Primary Assembly	Un			HG739550.1	Chromosome			unplaced-scaffold	113560			scaffold_466
GCA_900059795.1	Primary Assembly	Un			HG739551.1	Chromosome			unplaced-scaffold	112095			scaffold_467
GCA_900059795.1	Primary Assembly	Un			HG739552.1	Chromosome			unplaced-scaffold	110261			scaffold_468
GCA_900059795.1	Primary Assembly	Un			HG739553.1	Chromosome			unplaced-scaffold	110051			scaffold_469
GCA_900059795.1	Primary Assembly	Un			HG739554.1	Chromosome			unplaced-scaffold	109827			scaffold_470
GCA_900059795.1	Primary Assembly	Un			HG739555.1	Chromosome			unplaced-scaffold	108595			scaffold_471
GCA_900059795.1	Primary Assembly	Un			HG739557.1	Chromosome			unplaced-scaffold	108312			scaffold_473
GCA_900059795.1	Primary Assembly	Un			HG739558.1	Chromosome			unplaced-scaffold	108254			scaffold_474
