Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_003713225.1	Primary Assembly	Un			RHJU01000028.1	Chromosome		NW_020850466.1	unplaced-scaffold	21235			SczI0sq_2868;HRSCAF=4350.1
GCF_003713225.1	Primary Assembly	Un			RHJU01000029.1	Chromosome		NW_020849527.1	unplaced-scaffold	32615			SczI0sq_1;HRSCAF=35
GCF_003713225.1	Primary Assembly	Un			RHJU01000030.1	Chromosome		NW_020850598.1	unplaced-scaffold	27050			SczI0sq_3;HRSCAF=45
GCF_003713225.1	Primary Assembly	Un			RHJU01000031.1	Chromosome		NW_020850706.1	unplaced-scaffold	110438			SczI0sq_4;HRSCAF=49
GCF_003713225.1	Primary Assembly	Un			RHJU01000032.1	Chromosome		NW_020850815.1	unplaced-scaffold	44988			SczI0sq_5;HRSCAF=50
GCF_003713225.1	Primary Assembly	Un			RHJU01000033.1	Chromosome		NW_020850925.1	unplaced-scaffold	76822			SczI0sq_6;HRSCAF=51
GCF_003713225.1	Primary Assembly	Un			RHJU01000034.1	Chromosome		NW_020851035.1	unplaced-scaffold	11105			SczI0sq_7;HRSCAF=53
GCF_003713225.1	Primary Assembly	Un			RHJU01000035.1	Chromosome		NW_020851142.1	unplaced-scaffold	14015			SczI0sq_8;HRSCAF=59
GCF_003713225.1	Primary Assembly	Un			RHJU01000036.1	Chromosome		NW_020851251.1	unplaced-scaffold	263			SczI0sq_9;HRSCAF=62
GCF_003713225.1	Primary Assembly	Un			RHJU01000037.1	Chromosome		NW_020848550.1	unplaced-scaffold	1112046			SczI0sq_10;HRSCAF=64
GCF_003713225.1	Primary Assembly	Un			RHJU01000038.1	Chromosome		NW_020848660.1	unplaced-scaffold	30912			SczI0sq_11;HRSCAF=66
GCF_003713225.1	Primary Assembly	Un			RHJU01000039.1	Chromosome		NW_020848767.1	unplaced-scaffold	62799			SczI0sq_12;HRSCAF=71
GCF_003713225.1	Primary Assembly	Un			RHJU01000040.1	Chromosome		NW_020848877.1	unplaced-scaffold	66701			SczI0sq_13;HRSCAF=72
GCF_003713225.1	Primary Assembly	Un			RHJU01000041.1	Chromosome		NW_020848984.1	unplaced-scaffold	53427			SczI0sq_14;HRSCAF=75
GCF_003713225.1	Primary Assembly	Un			RHJU01000042.1	Chromosome		NW_020849093.1	unplaced-scaffold	1463			SczI0sq_15;HRSCAF=83
GCF_003713225.1	Primary Assembly	Un			RHJU01000043.1	Chromosome		NW_020849204.1	unplaced-scaffold	20059			SczI0sq_16;HRSCAF=84
GCF_003713225.1	Primary Assembly	Un			RHJU01000044.1	Chromosome		NW_020849312.1	unplaced-scaffold	22070			SczI0sq_17;HRSCAF=89
GCF_003713225.1	Primary Assembly	Un			RHJU01000045.1	Chromosome		NW_020849417.1	unplaced-scaffold	4194			SczI0sq_18;HRSCAF=91
GCF_003713225.1	Primary Assembly	Un			RHJU01000046.1	Chromosome		NW_020849526.1	unplaced-scaffold	106456			SczI0sq_19;HRSCAF=98
GCF_003713225.1	Primary Assembly	Un			RHJU01000047.1	Chromosome		NW_020849638.1	unplaced-scaffold	16410			SczI0sq_20;HRSCAF=104
GCF_003713225.1	Primary Assembly	Un			RHJU01000048.1	Chromosome		NW_020849744.1	unplaced-scaffold	2565			SczI0sq_21;HRSCAF=105
GCF_003713225.1	Primary Assembly	Un			RHJU01000049.1	Chromosome		NW_020849855.1	unplaced-scaffold	57927			SczI0sq_22;HRSCAF=111
GCF_003713225.1	Primary Assembly	Un			RHJU01000050.1	Chromosome		NW_020850071.1	unplaced-scaffold	51842			SczI0sq_24;HRSCAF=114
GCF_003713225.1	Primary Assembly	Un			RHJU01000051.1	Chromosome		NW_020850181.1	unplaced-scaffold	223529			SczI0sq_25;HRSCAF=118
GCF_003713225.1	Primary Assembly	Un			RHJU01000052.1	Chromosome		NW_020850290.1	unplaced-scaffold	55835			SczI0sq_26;HRSCAF=121
GCF_003713225.1	Primary Assembly	Un			RHJU01000053.1	Chromosome		NW_020850401.1	unplaced-scaffold	48778			SczI0sq_27;HRSCAF=122
GCF_003713225.1	Primary Assembly	Un			RHJU01000054.1	Chromosome		NW_020850488.1	unplaced-scaffold	768			SczI0sq_29;HRSCAF=134
GCF_003713225.1	Primary Assembly	Un			RHJU01000055.1	Chromosome		NW_020850499.1	unplaced-scaffold	52771			SczI0sq_30;HRSCAF=136
GCF_003713225.1	Primary Assembly	Un			RHJU01000056.1	Chromosome		NW_020850510.1	unplaced-scaffold	36992			SczI0sq_31;HRSCAF=139
GCF_003713225.1	Primary Assembly	Un			RHJU01000057.1	Chromosome		NW_020850521.1	unplaced-scaffold	23473			SczI0sq_32;HRSCAF=140
GCF_003713225.1	Primary Assembly	Un			RHJU01000058.1	Chromosome		NW_020850532.1	unplaced-scaffold	240564			SczI0sq_33;HRSCAF=142
GCF_003713225.1	Primary Assembly	Un			RHJU01000059.1	Chromosome		NW_020850543.1	unplaced-scaffold	35373			SczI0sq_34;HRSCAF=146
GCF_003713225.1	Primary Assembly	Un			RHJU01000060.1	Chromosome		NW_020850553.1	unplaced-scaffold	56762			SczI0sq_35;HRSCAF=148
GCF_003713225.1	Primary Assembly	Un			RHJU01000061.1	Chromosome		NW_020850564.1	unplaced-scaffold	79390			SczI0sq_36;HRSCAF=162
GCF_003713225.1	Primary Assembly	Un			RHJU01000062.1	Chromosome		NW_020850575.1	unplaced-scaffold	37616			SczI0sq_37;HRSCAF=170
GCF_003713225.1	Primary Assembly	Un			RHJU01000063.1	Chromosome		NW_020850586.1	unplaced-scaffold	73142			SczI0sq_38;HRSCAF=173
GCF_003713225.1	Primary Assembly	Un			RHJU01000064.1	Chromosome		NW_020850597.1	unplaced-scaffold	8869			SczI0sq_39;HRSCAF=175
GCF_003713225.1	Primary Assembly	Un			RHJU01000065.1	Chromosome		NW_020850609.1	unplaced-scaffold	1378			SczI0sq_40;HRSCAF=176
GCF_003713225.1	Primary Assembly	Un			RHJU01000066.1	Chromosome		NW_020850630.1	unplaced-scaffold	60024			SczI0sq_42;HRSCAF=181
GCF_003713225.1	Primary Assembly	Un			RHJU01000067.1	Chromosome		NW_020850651.1	unplaced-scaffold	24148			SczI0sq_44;HRSCAF=189
GCF_003713225.1	Primary Assembly	Un			RHJU01000068.1	Chromosome		NW_020850662.1	unplaced-scaffold	90656			SczI0sq_45;HRSCAF=191
GCF_003713225.1	Primary Assembly	Un			RHJU01000069.1	Chromosome		NW_020850673.1	unplaced-scaffold	67026			SczI0sq_46;HRSCAF=192
GCF_003713225.1	Primary Assembly	Un			RHJU01000070.1	Chromosome		NW_020850684.1	unplaced-scaffold	44266			SczI0sq_47;HRSCAF=194
GCF_003713225.1	Primary Assembly	Un			RHJU01000071.1	Chromosome		NW_020850694.1	unplaced-scaffold	29088			SczI0sq_48;HRSCAF=203
GCF_003713225.1	Primary Assembly	Un			RHJU01000072.1	Chromosome		NW_020850705.1	unplaced-scaffold	51330			SczI0sq_49;HRSCAF=207
GCF_003713225.1	Primary Assembly	Un			RHJU01000073.1	Chromosome		NW_020850717.1	unplaced-scaffold	56357			SczI0sq_50;HRSCAF=209
GCF_003713225.1	Primary Assembly	Un			RHJU01000074.1	Chromosome		NW_020850728.1	unplaced-scaffold	17304			SczI0sq_51;HRSCAF=224
GCF_003713225.1	Primary Assembly	Un			RHJU01000075.1	Chromosome		NW_020850739.1	unplaced-scaffold	260230			SczI0sq_52;HRSCAF=225
GCF_003713225.1	Primary Assembly	Un			RHJU01000076.1	Chromosome		NW_020850760.1	unplaced-scaffold	1315			SczI0sq_54;HRSCAF=231
GCF_003713225.1	Primary Assembly	Un			RHJU01000077.1	Chromosome		NW_020850771.1	unplaced-scaffold	13808			SczI0sq_55;HRSCAF=234
GCF_003713225.1	Primary Assembly	Un			RHJU01000078.1	Chromosome		NW_020850782.1	unplaced-scaffold	258448			SczI0sq_56;HRSCAF=235
GCF_003713225.1	Primary Assembly	Un			RHJU01000079.1	Chromosome		NW_020850793.1	unplaced-scaffold	20308			SczI0sq_57;HRSCAF=238
GCF_003713225.1	Primary Assembly	Un			RHJU01000080.1	Chromosome		NW_020850803.1	unplaced-scaffold	1923			SczI0sq_58;HRSCAF=241
GCF_003713225.1	Primary Assembly	Un			RHJU01000081.1	Chromosome		NW_020850814.1	unplaced-scaffold	26447			SczI0sq_59;HRSCAF=249
GCF_003713225.1	Primary Assembly	Un			RHJU01000082.1	Chromosome		NW_020850825.1	unplaced-scaffold	10283			SczI0sq_60;HRSCAF=256
GCF_003713225.1	Primary Assembly	Un			RHJU01000083.1	Chromosome		NW_020850836.1	unplaced-scaffold	28956			SczI0sq_61;HRSCAF=257
GCF_003713225.1	Primary Assembly	Un			RHJU01000084.1	Chromosome		NW_020850847.1	unplaced-scaffold	11230			SczI0sq_62;HRSCAF=259
GCF_003713225.1	Primary Assembly	Un			RHJU01000085.1	Chromosome		NW_020850858.1	unplaced-scaffold	20275			SczI0sq_63;HRSCAF=265
GCF_003713225.1	Primary Assembly	Un			RHJU01000086.1	Chromosome		NW_020850869.1	unplaced-scaffold	176159			SczI0sq_64;HRSCAF=266
GCF_003713225.1	Primary Assembly	Un			RHJU01000087.1	Chromosome		NW_020850880.1	unplaced-scaffold	39605			SczI0sq_65;HRSCAF=269
GCF_003713225.1	Primary Assembly	Un			RHJU01000088.1	Chromosome		NW_020850891.1	unplaced-scaffold	18756			SczI0sq_66;HRSCAF=270
GCF_003713225.1	Primary Assembly	Un			RHJU01000089.1	Chromosome		NW_020850902.1	unplaced-scaffold	145736			SczI0sq_67;HRSCAF=272
GCF_003713225.1	Primary Assembly	Un			RHJU01000090.1	Chromosome		NW_020850913.1	unplaced-scaffold	956			SczI0sq_68;HRSCAF=276
GCF_003713225.1	Primary Assembly	Un			RHJU01000091.1	Chromosome		NW_020850924.1	unplaced-scaffold	33846			SczI0sq_69;HRSCAF=280
GCF_003713225.1	Primary Assembly	Un			RHJU01000092.1	Chromosome		NW_020850935.1	unplaced-scaffold	249			SczI0sq_70;HRSCAF=281
GCF_003713225.1	Primary Assembly	Un			RHJU01000093.1	Chromosome		NW_020850946.1	unplaced-scaffold	24742			SczI0sq_71;HRSCAF=286
GCF_003713225.1	Primary Assembly	Un			RHJU01000094.1	Chromosome		NW_020850957.1	unplaced-scaffold	87301			SczI0sq_72;HRSCAF=290
GCF_003713225.1	Primary Assembly	Un			RHJU01000095.1	Chromosome		NW_020850968.1	unplaced-scaffold	14804			SczI0sq_73;HRSCAF=291
GCF_003713225.1	Primary Assembly	Un			RHJU01000096.1	Chromosome		NW_020850979.1	unplaced-scaffold	26061			SczI0sq_74;HRSCAF=297
GCF_003713225.1	Primary Assembly	Un			RHJU01000097.1	Chromosome		NW_020850990.1	unplaced-scaffold	9916			SczI0sq_75;HRSCAF=299
GCF_003713225.1	Primary Assembly	Un			RHJU01000098.1	Chromosome		NW_020851001.1	unplaced-scaffold	9045			SczI0sq_76;HRSCAF=301
GCF_003713225.1	Primary Assembly	Un			RHJU01000099.1	Chromosome		NW_020851012.1	unplaced-scaffold	39166			SczI0sq_77;HRSCAF=306
GCF_003713225.1	Primary Assembly	Un			RHJU01000100.1	Chromosome		NW_020851023.1	unplaced-scaffold	11451			SczI0sq_78;HRSCAF=307
GCF_003713225.1	Primary Assembly	Un			RHJU01000101.1	Chromosome		NW_020851034.1	unplaced-scaffold	301991			SczI0sq_79;HRSCAF=309
GCF_003713225.1	Primary Assembly	Un			RHJU01000102.1	Chromosome		NW_020851046.1	unplaced-scaffold	32326			SczI0sq_80;HRSCAF=312
GCF_003713225.1	Primary Assembly	Un			RHJU01000103.1	Chromosome		NW_020851057.1	unplaced-scaffold	23873			SczI0sq_81;HRSCAF=316
GCF_003713225.1	Primary Assembly	Un			RHJU01000104.1	Chromosome		NW_020851068.1	unplaced-scaffold	49973			SczI0sq_82;HRSCAF=321
GCF_003713225.1	Primary Assembly	Un			RHJU01000105.1	Chromosome		NW_020851088.1	unplaced-scaffold	48664			SczI0sq_84;HRSCAF=329
GCF_003713225.1	Primary Assembly	Un			RHJU01000106.1	Chromosome		NW_020851099.1	unplaced-scaffold	11660			SczI0sq_85;HRSCAF=330
GCF_003713225.1	Primary Assembly	Un			RHJU01000107.1	Chromosome		NW_020851109.1	unplaced-scaffold	20260			SczI0sq_86;HRSCAF=337
GCF_003713225.1	Primary Assembly	Un			RHJU01000108.1	Chromosome		NW_020851120.1	unplaced-scaffold	18893			SczI0sq_87;HRSCAF=341
GCF_003713225.1	Primary Assembly	Un			RHJU01000109.1	Chromosome		NW_020851131.1	unplaced-scaffold	15472			SczI0sq_88;HRSCAF=359
GCF_003713225.1	Primary Assembly	Un			RHJU01000110.1	Chromosome		NW_020851141.1	unplaced-scaffold	49668			SczI0sq_89;HRSCAF=365
GCF_003713225.1	Primary Assembly	Un			RHJU01000111.1	Chromosome		NW_020851153.1	unplaced-scaffold	26326			SczI0sq_90;HRSCAF=367
GCF_003713225.1	Primary Assembly	Un			RHJU01000112.1	Chromosome		NW_020851164.1	unplaced-scaffold	6062			SczI0sq_91;HRSCAF=368
GCF_003713225.1	Primary Assembly	Un			RHJU01000113.1	Chromosome		NW_020851175.1	unplaced-scaffold	26213			SczI0sq_92;HRSCAF=369
GCF_003713225.1	Primary Assembly	Un			RHJU01000114.1	Chromosome		NW_020851186.1	unplaced-scaffold	79625			SczI0sq_93;HRSCAF=370
GCF_003713225.1	Primary Assembly	Un			RHJU01000115.1	Chromosome		NW_020851197.1	unplaced-scaffold	21581			SczI0sq_94;HRSCAF=373
GCF_003713225.1	Primary Assembly	Un			RHJU01000116.1	Chromosome		NW_020851228.1	unplaced-scaffold	2378			SczI0sq_97;HRSCAF=388
GCF_003713225.1	Primary Assembly	Un			RHJU01000117.1	Chromosome		NW_020851239.1	unplaced-scaffold	8610			SczI0sq_98;HRSCAF=390
GCF_003713225.1	Primary Assembly	Un			RHJU01000118.1	Chromosome		NW_020851250.1	unplaced-scaffold	18398			SczI0sq_99;HRSCAF=392
GCF_003713225.1	Primary Assembly	Un			RHJU01000119.1	Chromosome		NW_020848452.1	unplaced-scaffold	103367			SczI0sq_100;HRSCAF=397
GCF_003713225.1	Primary Assembly	Un			RHJU01000120.1	Chromosome		NW_020848463.1	unplaced-scaffold	52968			SczI0sq_101;HRSCAF=399
GCF_003713225.1	Primary Assembly	Un			RHJU01000121.1	Chromosome		NW_020848474.1	unplaced-scaffold	19292			SczI0sq_102;HRSCAF=402
GCF_003713225.1	Primary Assembly	Un			RHJU01000122.1	Chromosome		NW_020848485.1	unplaced-scaffold	918			SczI0sq_103;HRSCAF=405
GCF_003713225.1	Primary Assembly	Un			RHJU01000123.1	Chromosome		NW_020848496.1	unplaced-scaffold	12974			SczI0sq_104;HRSCAF=406
GCF_003713225.1	Primary Assembly	Un			RHJU01000124.1	Chromosome		NW_020848507.1	unplaced-scaffold	78538			SczI0sq_105;HRSCAF=413
GCF_003713225.1	Primary Assembly	Un			RHJU01000125.1	Chromosome		NW_020848518.1	unplaced-scaffold	1778			SczI0sq_106;HRSCAF=414
GCF_003713225.1	Primary Assembly	Un			RHJU01000126.1	Chromosome		NW_020848529.1	unplaced-scaffold	16278			SczI0sq_107;HRSCAF=419
GCF_003713225.1	Primary Assembly	Un			RHJU01000127.1	Chromosome		NW_020848549.1	unplaced-scaffold	49368			SczI0sq_109;HRSCAF=425
GCF_003713225.1	Primary Assembly	Un			RHJU01000128.1	Chromosome		NW_020848571.1	unplaced-scaffold	19433			SczI0sq_111;HRSCAF=436
GCF_003713225.1	Primary Assembly	Un			RHJU01000129.1	Chromosome		NW_020848582.1	unplaced-scaffold	11182			SczI0sq_112;HRSCAF=438
GCF_003713225.1	Primary Assembly	Un			RHJU01000130.1	Chromosome		NW_020848593.1	unplaced-scaffold	38558			SczI0sq_113;HRSCAF=451
GCF_003713225.1	Primary Assembly	Un			RHJU01000131.1	Chromosome		NW_020848604.1	unplaced-scaffold	11729			SczI0sq_114;HRSCAF=461
GCF_003713225.1	Primary Assembly	Un			RHJU01000132.1	Chromosome		NW_020848615.1	unplaced-scaffold	18388			SczI0sq_115;HRSCAF=465
GCF_003713225.1	Primary Assembly	Un			RHJU01000133.1	Chromosome		NW_020848626.1	unplaced-scaffold	49903			SczI0sq_116;HRSCAF=467
GCF_003713225.1	Primary Assembly	Un			RHJU01000134.1	Chromosome		NW_020848637.1	unplaced-scaffold	75894			SczI0sq_117;HRSCAF=469
GCF_003713225.1	Primary Assembly	Un			RHJU01000135.1	Chromosome		NW_020848648.1	unplaced-scaffold	120595			SczI0sq_118;HRSCAF=473
GCF_003713225.1	Primary Assembly	Un			RHJU01000136.1	Chromosome		NW_020848659.1	unplaced-scaffold	9871			SczI0sq_119;HRSCAF=474
GCF_003713225.1	Primary Assembly	Un			RHJU01000137.1	Chromosome		NW_020848671.1	unplaced-scaffold	13543			SczI0sq_120;HRSCAF=477
GCF_003713225.1	Primary Assembly	Un			RHJU01000138.1	Chromosome		NW_020848682.1	unplaced-scaffold	57059			SczI0sq_121;HRSCAF=492
GCF_003713225.1	Primary Assembly	Un			RHJU01000139.1	Chromosome		NW_020848703.1	unplaced-scaffold	2266			SczI0sq_123;HRSCAF=506
GCF_003713225.1	Primary Assembly	Un			RHJU01000140.1	Chromosome		NW_020848734.1	unplaced-scaffold	66593			SczI0sq_126;HRSCAF=525
GCF_003713225.1	Primary Assembly	Un			RHJU01000141.1	Chromosome		NW_020848755.1	unplaced-scaffold	234350			SczI0sq_128;HRSCAF=530
GCF_003713225.1	Primary Assembly	Un			RHJU01000142.1	Chromosome		NW_020848766.1	unplaced-scaffold	31576			SczI0sq_129;HRSCAF=532
GCF_003713225.1	Primary Assembly	Un			RHJU01000143.1	Chromosome		NW_020848778.1	unplaced-scaffold	22129			SczI0sq_130;HRSCAF=548
GCF_003713225.1	Primary Assembly	Un			RHJU01000144.1	Chromosome		NW_020848789.1	unplaced-scaffold	255154			SczI0sq_131;HRSCAF=550
GCF_003713225.1	Primary Assembly	Un			RHJU01000145.1	Chromosome		NW_020848800.1	unplaced-scaffold	4254			SczI0sq_132;HRSCAF=555
GCF_003713225.1	Primary Assembly	Un			RHJU01000146.1	Chromosome		NW_020848811.1	unplaced-scaffold	8791			SczI0sq_133;HRSCAF=557
GCF_003713225.1	Primary Assembly	Un			RHJU01000147.1	Chromosome		NW_020848821.1	unplaced-scaffold	20718			SczI0sq_134;HRSCAF=558
GCF_003713225.1	Primary Assembly	Un			RHJU01000148.1	Chromosome		NW_020848832.1	unplaced-scaffold	32347			SczI0sq_135;HRSCAF=563
GCF_003713225.1	Primary Assembly	Un			RHJU01000149.1	Chromosome		NW_020848843.1	unplaced-scaffold	11799			SczI0sq_136;HRSCAF=564
GCF_003713225.1	Primary Assembly	Un			RHJU01000150.1	Chromosome		NW_020848854.1	unplaced-scaffold	51860			SczI0sq_137;HRSCAF=567
GCF_003713225.1	Primary Assembly	Un			RHJU01000151.1	Chromosome		NW_020848865.1	unplaced-scaffold	134801			SczI0sq_138;HRSCAF=584
GCF_003713225.1	Primary Assembly	Un			RHJU01000152.1	Chromosome		NW_020848876.1	unplaced-scaffold	7345			SczI0sq_139;HRSCAF=586
GCF_003713225.1	Primary Assembly	Un			RHJU01000153.1	Chromosome		NW_020848888.1	unplaced-scaffold	25014			SczI0sq_140;HRSCAF=588
GCF_003713225.1	Primary Assembly	Un			RHJU01000154.1	Chromosome		NW_020848898.1	unplaced-scaffold	26696			SczI0sq_141;HRSCAF=589
GCF_003713225.1	Primary Assembly	Un			RHJU01000155.1	Chromosome		NW_020848908.1	unplaced-scaffold	71801			SczI0sq_142;HRSCAF=592
GCF_003713225.1	Primary Assembly	Un			RHJU01000156.1	Chromosome		NW_020848919.1	unplaced-scaffold	27925			SczI0sq_143;HRSCAF=595
GCF_003713225.1	Primary Assembly	Un			RHJU01000157.1	Chromosome		NW_020848930.1	unplaced-scaffold	26994			SczI0sq_144;HRSCAF=596
GCF_003713225.1	Primary Assembly	Un			RHJU01000158.1	Chromosome		NW_020848941.1	unplaced-scaffold	41213			SczI0sq_145;HRSCAF=598
GCF_003713225.1	Primary Assembly	Un			RHJU01000159.1	Chromosome		NW_020848950.1	unplaced-scaffold	89633			SczI0sq_146;HRSCAF=603
GCF_003713225.1	Primary Assembly	Un			RHJU01000160.1	Chromosome		NW_020848961.1	unplaced-scaffold	44931			SczI0sq_147;HRSCAF=604
GCF_003713225.1	Primary Assembly	Un			RHJU01000161.1	Chromosome		NW_020848972.1	unplaced-scaffold	28799			SczI0sq_148;HRSCAF=608
GCF_003713225.1	Primary Assembly	Un			RHJU01000162.1	Chromosome		NW_020848983.1	unplaced-scaffold	119729			SczI0sq_149;HRSCAF=611
GCF_003713225.1	Primary Assembly	Un			RHJU01000163.1	Chromosome		NW_020848995.1	unplaced-scaffold	18969			SczI0sq_150;HRSCAF=612
GCF_003713225.1	Primary Assembly	Un			RHJU01000164.1	Chromosome		NW_020849006.1	unplaced-scaffold	72052			SczI0sq_151;HRSCAF=616
GCF_003713225.1	Primary Assembly	Un			RHJU01000165.1	Chromosome		NW_020849017.1	unplaced-scaffold	26267			SczI0sq_152;HRSCAF=628
GCF_003713225.1	Primary Assembly	Un			RHJU01000166.1	Chromosome		NW_020849028.1	unplaced-scaffold	62901			SczI0sq_153;HRSCAF=630
GCF_003713225.1	Primary Assembly	Un			RHJU01000167.1	Chromosome		NW_020849039.1	unplaced-scaffold	39655			SczI0sq_154;HRSCAF=632
GCF_003713225.1	Primary Assembly	Un			RHJU01000168.1	Chromosome		NW_020849050.1	unplaced-scaffold	18772			SczI0sq_155;HRSCAF=639
GCF_003713225.1	Primary Assembly	Un			RHJU01000169.1	Chromosome		NW_020849061.1	unplaced-scaffold	174899			SczI0sq_156;HRSCAF=643
GCF_003713225.1	Primary Assembly	Un			RHJU01000170.1	Chromosome		NW_020849072.1	unplaced-scaffold	31133			SczI0sq_157;HRSCAF=645
GCF_003713225.1	Primary Assembly	Un			RHJU01000171.1	Chromosome		NW_020849083.1	unplaced-scaffold	14290			SczI0sq_158;HRSCAF=648
GCF_003713225.1	Primary Assembly	Un			RHJU01000172.1	Chromosome		NW_020849092.1	unplaced-scaffold	28459			SczI0sq_159;HRSCAF=656
GCF_003713225.1	Primary Assembly	Un			RHJU01000173.1	Chromosome		NW_020849104.1	unplaced-scaffold	13210			SczI0sq_160;HRSCAF=661
GCF_003713225.1	Primary Assembly	Un			RHJU01000174.1	Chromosome		NW_020849115.1	unplaced-scaffold	7471			SczI0sq_161;HRSCAF=664
GCF_003713225.1	Primary Assembly	Un			RHJU01000175.1	Chromosome		NW_020849126.1	unplaced-scaffold	11577			SczI0sq_162;HRSCAF=665
GCF_003713225.1	Primary Assembly	Un			RHJU01000176.1	Chromosome		NW_020849137.1	unplaced-scaffold	18451			SczI0sq_163;HRSCAF=671
GCF_003713225.1	Primary Assembly	Un			RHJU01000177.1	Chromosome		NW_020849148.1	unplaced-scaffold	20836			SczI0sq_164;HRSCAF=675
GCF_003713225.1	Primary Assembly	Un			RHJU01000178.1	Chromosome		NW_020849159.1	unplaced-scaffold	8530			SczI0sq_165;HRSCAF=679
GCF_003713225.1	Primary Assembly	Un			RHJU01000179.1	Chromosome		NW_020849170.1	unplaced-scaffold	12887			SczI0sq_166;HRSCAF=681
GCF_003713225.1	Primary Assembly	Un			RHJU01000180.1	Chromosome		NW_020849181.1	unplaced-scaffold	30051			SczI0sq_167;HRSCAF=684
GCF_003713225.1	Primary Assembly	Un			RHJU01000181.1	Chromosome		NW_020849192.1	unplaced-scaffold	35713			SczI0sq_168;HRSCAF=686
