Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000047.1	Chromosome			unplaced-scaffold	125357			Contig497
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000048.1	Chromosome			unplaced-scaffold	119711			Contig1309
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000049.1	Chromosome			unplaced-scaffold	119165			Contig1616
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000050.1	Chromosome			unplaced-scaffold	118994			Contig2664
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000051.1	Chromosome			unplaced-scaffold	116345			Contig343
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000052.1	Chromosome			unplaced-scaffold	115670			Contig42
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000053.1	Chromosome			unplaced-scaffold	114774			Contig1063
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000054.1	Chromosome			unplaced-scaffold	113667			Contig75
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000055.1	Chromosome			unplaced-scaffold	112578			Contig1077
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000056.1	Chromosome			unplaced-scaffold	110003			Contig1056
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000057.1	Chromosome			unplaced-scaffold	109924			Contig1064
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000058.1	Chromosome			unplaced-scaffold	108595			Contig1019
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000059.1	Chromosome			unplaced-scaffold	104862			Contig2638
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000060.1	Chromosome			unplaced-scaffold	104659			Contig2209
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000061.1	Chromosome			unplaced-scaffold	104286			Contig2029
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000062.1	Chromosome			unplaced-scaffold	99759			Contig1266
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000063.1	Chromosome			unplaced-scaffold	99382			Contig1681
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000064.1	Chromosome			unplaced-scaffold	98902			Contig2886
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000065.1	Chromosome			unplaced-scaffold	97651			Contig2215
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000066.1	Chromosome			unplaced-scaffold	96143			Contig2378
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000067.1	Chromosome			unplaced-scaffold	95199			Contig2513
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000068.1	Chromosome			unplaced-scaffold	94743			Contig1848
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000069.1	Chromosome			unplaced-scaffold	94709			Contig390
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000070.1	Chromosome			unplaced-scaffold	92944			Contig565
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000071.1	Chromosome			unplaced-scaffold	92388			Contig2433
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000072.1	Chromosome			unplaced-scaffold	91768			Contig1228
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000073.1	Chromosome			unplaced-scaffold	90153			Contig182
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000074.1	Chromosome			unplaced-scaffold	89251			Contig1691
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000075.1	Chromosome			unplaced-scaffold	87633			Contig472
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000076.1	Chromosome			unplaced-scaffold	87563			Contig830
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000077.1	Chromosome			unplaced-scaffold	87199			Contig374
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000078.1	Chromosome			unplaced-scaffold	86645			Contig55
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000079.1	Chromosome			unplaced-scaffold	85944			Contig2703
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000080.1	Chromosome			unplaced-scaffold	85416			Contig1001
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000081.1	Chromosome			unplaced-scaffold	84545			Contig2972
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000082.1	Chromosome			unplaced-scaffold	84308			Contig216
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000083.1	Chromosome			unplaced-scaffold	84108			Contig2766
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000084.1	Chromosome			unplaced-scaffold	83787			Contig939
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000085.1	Chromosome			unplaced-scaffold	83770			Contig1470
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000086.1	Chromosome			unplaced-scaffold	83633			Contig2183
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000087.1	Chromosome			unplaced-scaffold	83436			Contig912
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000088.1	Chromosome			unplaced-scaffold	82494			Contig462
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000089.1	Chromosome			unplaced-scaffold	82433			Contig2729
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000090.1	Chromosome			unplaced-scaffold	82146			Contig1479
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000091.1	Chromosome			unplaced-scaffold	81877			Contig435
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000092.1	Chromosome			unplaced-scaffold	81734			Contig2381
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000093.1	Chromosome			unplaced-scaffold	81305			Contig2458
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000094.1	Chromosome			unplaced-scaffold	81206			Contig148
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000095.1	Chromosome			unplaced-scaffold	80879			Contig859
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000096.1	Chromosome			unplaced-scaffold	78022			Contig1229
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000097.1	Chromosome			unplaced-scaffold	77735			Contig2387
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000098.1	Chromosome			unplaced-scaffold	76933			Contig1989
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000099.1	Chromosome			unplaced-scaffold	76758			Contig664
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000100.1	Chromosome			unplaced-scaffold	75729			Contig2879
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000101.1	Chromosome			unplaced-scaffold	75626			Contig1531
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000102.1	Chromosome			unplaced-scaffold	75370			Contig2089
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000103.1	Chromosome			unplaced-scaffold	75183			Contig1700
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000104.1	Chromosome			unplaced-scaffold	73581			Contig1186
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000105.1	Chromosome			unplaced-scaffold	73373			Contig394
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000106.1	Chromosome			unplaced-scaffold	73278			Contig2753
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000107.1	Chromosome			unplaced-scaffold	72906			Contig2013
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000108.1	Chromosome			unplaced-scaffold	72871			Contig760
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000109.1	Chromosome			unplaced-scaffold	72733			Contig1876
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000110.1	Chromosome			unplaced-scaffold	72621			Contig1190
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000111.1	Chromosome			unplaced-scaffold	72418			Contig2898
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000112.1	Chromosome			unplaced-scaffold	72329			Contig2402
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000113.1	Chromosome			unplaced-scaffold	72036			Contig105
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000114.1	Chromosome			unplaced-scaffold	71885			Contig493
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000115.1	Chromosome			unplaced-scaffold	71579			Contig1427
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000116.1	Chromosome			unplaced-scaffold	71121			Contig2923
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000117.1	Chromosome			unplaced-scaffold	70899			Contig1041
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000118.1	Chromosome			unplaced-scaffold	70738			Contig1373
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000119.1	Chromosome			unplaced-scaffold	70009			Contig2839
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000120.1	Chromosome			unplaced-scaffold	69706			Contig1243
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000121.1	Chromosome			unplaced-scaffold	69584			Contig2851
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000122.1	Chromosome			unplaced-scaffold	69101			Contig149
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000123.1	Chromosome			unplaced-scaffold	68729			Contig975
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000124.1	Chromosome			unplaced-scaffold	68651			Contig2055
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000125.1	Chromosome			unplaced-scaffold	68442			Contig114
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000126.1	Chromosome			unplaced-scaffold	68419			Contig1433
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000127.1	Chromosome			unplaced-scaffold	68245			Contig1124
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000128.1	Chromosome			unplaced-scaffold	68117			Contig1887
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000129.1	Chromosome			unplaced-scaffold	67937			Contig637
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000130.1	Chromosome			unplaced-scaffold	67932			Contig711
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000131.1	Chromosome			unplaced-scaffold	67888			Contig2610
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000132.1	Chromosome			unplaced-scaffold	67241			Contig922
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000133.1	Chromosome			unplaced-scaffold	67078			Contig624
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000134.1	Chromosome			unplaced-scaffold	66921			Contig1469
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000135.1	Chromosome			unplaced-scaffold	66896			Contig1866
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000136.1	Chromosome			unplaced-scaffold	66338			Contig728
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000137.1	Chromosome			unplaced-scaffold	66072			Contig1712
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000138.1	Chromosome			unplaced-scaffold	66050			Contig811
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000139.1	Chromosome			unplaced-scaffold	65646			Contig2035
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000140.1	Chromosome			unplaced-scaffold	65624			Contig1613
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000141.1	Chromosome			unplaced-scaffold	65486			Contig1728
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000142.1	Chromosome			unplaced-scaffold	65091			Contig1495
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000143.1	Chromosome			unplaced-scaffold	63665			Contig1129
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000144.1	Chromosome			unplaced-scaffold	63555			Contig1431
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000145.1	Chromosome			unplaced-scaffold	63495			Contig1133
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000146.1	Chromosome			unplaced-scaffold	62508			Contig399
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000147.1	Chromosome			unplaced-scaffold	61921			Contig814
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000148.1	Chromosome			unplaced-scaffold	61845			Contig443
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000149.1	Chromosome			unplaced-scaffold	61112			Contig1238
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000150.1	Chromosome			unplaced-scaffold	61018			Contig1303
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000151.1	Chromosome			unplaced-scaffold	60700			Contig712
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000152.1	Chromosome			unplaced-scaffold	60414			Contig596
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000153.1	Chromosome			unplaced-scaffold	60337			Contig1647
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000154.1	Chromosome			unplaced-scaffold	60260			Contig60
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000155.1	Chromosome			unplaced-scaffold	60229			Contig757
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000156.1	Chromosome			unplaced-scaffold	60125			Contig335
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000157.1	Chromosome			unplaced-scaffold	59967			Contig2842
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000158.1	Chromosome			unplaced-scaffold	59531			Contig2679
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000159.1	Chromosome			unplaced-scaffold	59397			Contig471
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000160.1	Chromosome			unplaced-scaffold	59317			Contig1861
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000161.1	Chromosome			unplaced-scaffold	59082			Contig1684
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000162.1	Chromosome			unplaced-scaffold	58853			Contig2969
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000163.1	Chromosome			unplaced-scaffold	58434			Contig1488
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000164.1	Chromosome			unplaced-scaffold	58367			Contig244
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000165.1	Chromosome			unplaced-scaffold	58347			Contig2248
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000166.1	Chromosome			unplaced-scaffold	58200			Contig494
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000167.1	Chromosome			unplaced-scaffold	58090			Contig450
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000168.1	Chromosome			unplaced-scaffold	58068			Contig207
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000169.1	Chromosome			unplaced-scaffold	57949			Contig1054
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000170.1	Chromosome			unplaced-scaffold	57332			Contig2680
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000171.1	Chromosome			unplaced-scaffold	57149			Contig2540
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000172.1	Chromosome			unplaced-scaffold	56990			Contig1435
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000173.1	Chromosome			unplaced-scaffold	56539			Contig1607
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000174.1	Chromosome			unplaced-scaffold	56430			Contig495
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000175.1	Chromosome			unplaced-scaffold	56399			Contig1618
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000176.1	Chromosome			unplaced-scaffold	56395			Contig860
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000177.1	Chromosome			unplaced-scaffold	56121			Contig1363
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000178.1	Chromosome			unplaced-scaffold	55980			Contig531
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000179.1	Chromosome			unplaced-scaffold	55955			Contig2960
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000180.1	Chromosome			unplaced-scaffold	55878			Contig768
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000181.1	Chromosome			unplaced-scaffold	55509			Contig1898
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000182.1	Chromosome			unplaced-scaffold	55386			Contig1944
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000183.1	Chromosome			unplaced-scaffold	55360			Contig2480
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000184.1	Chromosome			unplaced-scaffold	55355			Contig2336
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000185.1	Chromosome			unplaced-scaffold	55061			Contig1977
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000186.1	Chromosome			unplaced-scaffold	55052			Contig2461
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000187.1	Chromosome			unplaced-scaffold	54519			Contig767
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000188.1	Chromosome			unplaced-scaffold	54407			Contig1718
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000189.1	Chromosome			unplaced-scaffold	54372			Contig2909
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000190.1	Chromosome			unplaced-scaffold	54102			Contig2400
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000191.1	Chromosome			unplaced-scaffold	53878			Contig2912
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000192.1	Chromosome			unplaced-scaffold	53790			Contig2692
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000193.1	Chromosome			unplaced-scaffold	53725			Contig2082
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000194.1	Chromosome			unplaced-scaffold	53622			Contig3019
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000195.1	Chromosome			unplaced-scaffold	53414			Contig1966
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000196.1	Chromosome			unplaced-scaffold	53402			Contig1
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000197.1	Chromosome			unplaced-scaffold	53259			Contig1295
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000198.1	Chromosome			unplaced-scaffold	52858			Contig1128
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000199.1	Chromosome			unplaced-scaffold	52793			Contig1796
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000200.1	Chromosome			unplaced-scaffold	52725			Contig2120
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000201.1	Chromosome			unplaced-scaffold	52505			Contig607
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000202.1	Chromosome			unplaced-scaffold	52495			Contig393
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000203.1	Chromosome			unplaced-scaffold	52490			Contig2386
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000204.1	Chromosome			unplaced-scaffold	52475			Contig2389
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000205.1	Chromosome			unplaced-scaffold	52240			Contig1722
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000206.1	Chromosome			unplaced-scaffold	52165			Contig2749
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000207.1	Chromosome			unplaced-scaffold	52147			Contig628
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000208.1	Chromosome			unplaced-scaffold	52013			Contig826
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000209.1	Chromosome			unplaced-scaffold	51503			Contig2410
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000210.1	Chromosome			unplaced-scaffold	51366			Contig2289
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000211.1	Chromosome			unplaced-scaffold	51200			Contig2535
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000212.1	Chromosome			unplaced-scaffold	51134			Contig2100
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000213.1	Chromosome			unplaced-scaffold	51117			Contig668
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000214.1	Chromosome			unplaced-scaffold	50915			Contig908
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000215.1	Chromosome			unplaced-scaffold	50708			Contig2198
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000216.1	Chromosome			unplaced-scaffold	50587			Contig1524
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000217.1	Chromosome			unplaced-scaffold	50289			Contig1656
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000218.1	Chromosome			unplaced-scaffold	50103			Contig2518
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000219.1	Chromosome			unplaced-scaffold	49968			Contig2949
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000220.1	Chromosome			unplaced-scaffold	49922			Contig1200
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000221.1	Chromosome			unplaced-scaffold	49822			Contig240
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000222.1	Chromosome			unplaced-scaffold	49583			Contig2938
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000223.1	Chromosome			unplaced-scaffold	49582			Contig2982
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000224.1	Chromosome			unplaced-scaffold	49522			Contig1011
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000225.1	Chromosome			unplaced-scaffold	49227			Contig130
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000226.1	Chromosome			unplaced-scaffold	49078			Contig1029
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000227.1	Chromosome			unplaced-scaffold	49013			Contig937
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000228.1	Chromosome			unplaced-scaffold	48925			Contig226
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000229.1	Chromosome			unplaced-scaffold	48873			Contig571
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000230.1	Chromosome			unplaced-scaffold	48844			Contig1703
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000231.1	Chromosome			unplaced-scaffold	48766			Contig2709
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000232.1	Chromosome			unplaced-scaffold	48722			Contig1760
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000233.1	Chromosome			unplaced-scaffold	48698			Contig2318
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000234.1	Chromosome			unplaced-scaffold	48662			Contig545
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000235.1	Chromosome			unplaced-scaffold	48642			Contig2951
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000236.1	Chromosome			unplaced-scaffold	48620			Contig444
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000237.1	Chromosome			unplaced-scaffold	48464			Contig1397
GCA_036785865.1	Primary Assembly	Un			JAZHGG010000238.1	Chromosome			unplaced-scaffold	48445			Contig2734
